CDSEXE,MTREV,NBENF,CDSITFAM,DTADH,CDTMT,CDCATCL,AGEAD,adh,CATAGEAD,CATadh,is_adh
2,0,0,C,2000-06-26,2,10,38,7,31_40,0_10,adherent
3,0,0,D,1994-05-25,2,21,45,7,41_50,0_10,demissionnaire
2,0,0,A,1985-07-04,0,10,51,22,51_60,21_30,adherent
4,0,0,C,1977-07-12,0,10,47,30,41_50,21_30,adherent
4,0,0,P,2006-10-26,2,10,36,1,31_40,0_10,adherent
2,0,0,M,1980-05-30,2,10,50,27,41_50,21_30,adherent
2,0,0,A,1982-06-28,0,21,46,20,41_50,11_20,demissionnaire
2,0,enfants,S,1981-02-12,2,10,31,26,31_40,21_30,adherent
2,0,0,U,2005-12-15,2,10,32,2,31_40,0_10,adherent
4,0,0,C,1984-09-25,0,21,29,20,21_30,11_20,demissionnaire
3,0,0,M,1999-09-16,0,25,53,4,51_60,0_10,demissionnaire
2,0,0,M,2003-10-02,2,10,31,4,31_40,0_10,adherent
2,0,0,A,1976-03-05,0,21,48,23,41_50,21_30,demissionnaire
2,0,0,A,2003-02-06,0,21,47,0,41_50,0_10,demissionnaire
3,0,0,A,1985-10-03,0,21,53,17,51_60,11_20,demissionnaire
3,0,0,A,1987-03-18,0,10,37,20,31_40,11_20,adherent
2,0,0,A,1999-12-29,2,10,31,8,31_40,0_10,adherent
3,0,0,A,1987-03-06,0,21,26,14,21_30,11_20,demissionnaire
4,1500,0,U,2007-03-12,2,10,29,0,21_30,0_10,adherent
3,0,0,C,1980-03-11,2,10,29,27,21_30,21_30,adherent
3,0,0,M,1999-05-21,2,21,36,5,31_40,0_10,demissionnaire
2,0,0,A,2003-01-16,0,10,30,0,21_30,0_10,demissionnaire
3,0,0,A,1997-02-04,0,21,58,10,51_60,0_10,adherent
2,0,0,M,1987-01-28,2,10,31,20,31_40,11_20,adherent
2,0,0,M,1979-04-13,0,21,51,22,51_60,21_30,demissionnaire
2,2865,enfants,C,2002-08-28,2,10,29,5,21_30,0_10,adherent
4,0,0,C,1995-01-23,0,21,30,4,21_30,0_10,demissionnaire
3,0,enfants,V,2003-07-09,2,10,53,4,51_60,0_10,adherent
3,0,enfants,M,2002-04-10,2,10,36,5,31_40,0_10,adherent
3,0,0,A,1991-11-18,0,21,55,14,51_60,11_20,demissionnaire
2,0,0,A,1998-11-13,0,21,60,4,51_60,0_10,demissionnaire
3,0,0,M,1991-07-22,0,21,29,9,21_30,0_10,demissionnaire
3,0,0,A,1973-12-11,0,21,47,28,41_50,21_30,demissionnaire
3,2239,enfants,M,1987-04-24,2,10,37,20,31_40,11_20,adherent
3,2385,0,A,2002-12-17,0,21,57,5,51_60,0_10,adherent
3,0,0,B,1982-06-29,0,21,38,22,31_40,21_30,demissionnaire
2,0,0,A,2001-05-10,0,23,46,5,41_50,0_10,demissionnaire
2,0,0,A,1978-09-28,0,21,42,21,41_50,21_30,demissionnaire
3,1341,enfants,M,2000-08-30,2,10,33,7,31_40,0_10,adherent
2,0,0,C,2001-06-29,2,21,0,6,0_10,0_10,adherent
2,0,enfants,M,2002-07-18,2,10,49,5,41_50,0_10,adherent
3,0,0,M,1983-06-30,0,21,53,18,51_60,11_20,demissionnaire
4,0,0,C,1997-07-07,2,10,24,10,21_30,0_10,adherent
2,0,0,M,2001-07-30,2,10,36,6,31_40,0_10,adherent
4,0,0,C,2004-11-03,2,21,6,3,0_10,0_10,adherent
3,0,0,M,2001-04-18,0,21,34,3,31_40,0_10,demissionnaire
3,0,0,A,1989-11-03,0,21,54,13,51_60,11_20,demissionnaire
3,0,0,A,1994-05-25,0,21,24,10,21_30,0_10,demissionnaire
4,0,0,C,1986-01-02,0,21,22,15,21_30,11_20,demissionnaire
2,0,0,A,1981-02-02,0,21,23,22,21_30,21_30,demissionnaire
2,0,0,A,1989-10-10,0,21,30,12,21_30,11_20,demissionnaire
3,0,0,M,1979-10-23,0,21,24,27,21_30,21_30,demissionnaire
2,0,0,A,1986-06-03,0,21,49,20,41_50,11_20,demissionnaire
4,1456,0,C,2002-10-22,0,21,24,4,21_30,0_10,demissionnaire
4,0,0,C,2007-03-27,2,21,0,0,0_10,0_10,adherent
3,0,0,A,1999-07-22,0,21,36,1,31_40,0_10,demissionnaire
2,1449,0,M,1998-04-15,0,21,25,1,21_30,0_10,demissionnaire
3,1524,enfants,M,1985-07-23,0,21,29,20,21_30,11_20,demissionnaire
3,0,0,A,2001-06-21,0,21,50,2,41_50,0_10,demissionnaire
3,0,0,A,2001-01-31,0,21,34,6,31_40,0_10,adherent
3,0,0,A,1984-12-26,0,21,33,15,31_40,11_20,demissionnaire
2,0,0,A,1990-02-12,0,21,26,15,21_30,11_20,demissionnaire
4,1,enfants,U,1994-02-08,2,10,28,13,21_30,11_20,adherent
2,0,0,A,1984-05-02,0,21,40,20,31_40,11_20,demissionnaire
3,1248,enfants,M,2000-05-30,0,21,30,3,21_30,0_10,demissionnaire
2,0,0,A,1985-09-02,0,21,38,17,31_40,11_20,demissionnaire
3,2400,enfants,S,1997-11-13,2,10,29,10,21_30,0_10,adherent
3,0,0,A,1990-04-24,0,21,38,10,31_40,0_10,demissionnaire
3,0,0,A,1978-06-26,0,21,35,22,31_40,21_30,demissionnaire
2,0,0,A,2000-01-28,0,21,32,5,31_40,0_10,demissionnaire
3,0,0,A,1978-11-17,0,21,37,23,31_40,21_30,demissionnaire
3,0,0,M,1991-10-25,0,21,68,15,61_70,11_20,demissionnaire
2,0,0,A,1978-11-14,0,21,43,23,41_50,21_30,demissionnaire
3,1686,enfants,S,1993-10-11,0,21,28,10,21_30,0_10,demissionnaire
3,2019,0,D,1978-11-27,2,10,35,29,31_40,21_30,adherent
2,1054,0,M,2003-10-08,2,10,52,4,51_60,0_10,adherent
3,0,0,M,2004-11-15,0,21,42,1,41_50,0_10,demissionnaire
2,0,0,C,2005-05-10,0,21,27,1,21_30,0_10,demissionnaire
4,0,0,C,1996-12-30,2,21,16,3,11_20,0_10,demissionnaire
2,0,0,A,2002-02-12,0,21,44,5,41_50,0_10,adherent
2,0,0,A,1990-10-31,0,21,43,9,41_50,0_10,demissionnaire
3,0,0,A,1977-11-04,0,10,23,30,21_30,21_30,adherent
3,0,0,A,1993-06-21,0,21,41,11,41_50,11_20,demissionnaire
2,1776,0,M,1993-11-23,2,10,17,14,11_20,11_20,adherent
3,0,0,M,1986-11-03,2,10,25,21,21_30,21_30,adherent
3,0,0,A,1971-05-15,0,10,34,36,31_40,31_40,adherent
2,1484,0,A,2000-02-24,0,10,29,7,21_30,0_10,adherent
3,2835,enfants,M,1994-06-22,2,10,27,13,21_30,11_20,adherent
3,0,0,A,2004-06-25,0,21,48,1,41_50,0_10,demissionnaire
3,0,0,A,1985-11-05,0,21,56,19,51_60,11_20,demissionnaire
2,0,0,A,1987-08-11,0,10,30,20,21_30,11_20,adherent
2,0,0,M,1978-07-27,0,21,39,23,31_40,21_30,demissionnaire
2,1524,0,M,1975-06-16,0,21,38,30,31_40,21_30,demissionnaire
2,0,0,A,2001-07-16,0,21,66,1,61_70,0_10,demissionnaire
3,1314,0,M,1998-12-16,0,21,25,6,21_30,0_10,demissionnaire
2,0,0,A,1978-10-10,0,21,55,26,51_60,21_30,demissionnaire
2,0,0,A,2001-06-01,0,25,45,1,41_50,0_10,demissionnaire
3,0,0,M,2000-09-22,0,21,52,5,51_60,0_10,demissionnaire
4,0,0,C,1996-03-06,0,21,31,8,31_40,0_10,demissionnaire
3,0,0,U,1996-05-31,0,21,35,4,31_40,0_10,demissionnaire
3,0,0,S,1980-09-18,2,10,35,27,31_40,21_30,adherent
3,0,0,A,1991-02-12,0,21,50,15,41_50,11_20,demissionnaire
2,0,0,U,2003-02-04,2,10,28,4,21_30,0_10,adherent
2,0,0,A,2003-03-28,0,25,48,4,41_50,0_10,adherent
2,0,0,D,2007-01-16,2,10,48,0,41_50,0_10,adherent
3,0,0,A,1985-04-04,0,21,37,21,31_40,21_30,demissionnaire
4,0,0,C,1998-11-20,0,21,22,8,21_30,0_10,demissionnaire
3,2005,0,D,1996-03-14,0,21,41,10,41_50,0_10,demissionnaire
3,0,0,A,1977-08-18,0,21,46,27,41_50,21_30,demissionnaire
2,0,0,A,2004-03-25,0,23,51,3,51_60,0_10,adherent
3,0,0,D,1993-07-19,0,21,40,12,31_40,11_20,demissionnaire
2,0,enfants,M,1997-02-28,0,21,42,4,41_50,0_10,demissionnaire
2,4501,0,M,1987-12-07,2,10,35,20,31_40,11_20,adherent
3,0,0,A,1999-06-16,0,25,50,8,41_50,0_10,adherent
3,0,0,M,2000-11-28,0,21,58,5,51_60,0_10,demissionnaire
3,0,0,A,1995-12-01,0,21,46,9,41_50,0_10,demissionnaire
2,0,0,A,1992-10-28,0,21,31,11,31_40,11_20,demissionnaire
3,0,0,M,1980-05-12,0,21,47,24,41_50,21_30,demissionnaire
2,0,0,A,1981-05-29,0,21,28,21,21_30,21_30,demissionnaire
3,0,enfants,M,1980-11-18,2,10,30,27,21_30,21_30,adherent
3,0,0,A,1983-03-02,0,21,34,23,31_40,21_30,demissionnaire
2,0,0,M,2000-01-05,0,21,56,5,51_60,0_10,demissionnaire
2,0,0,A,1998-05-06,0,21,54,6,51_60,0_10,demissionnaire
3,0,0,A,1982-11-30,0,21,23,22,21_30,21_30,demissionnaire
2,0,0,C,1997-01-17,0,21,24,7,21_30,0_10,demissionnaire
3,2200,enfants,M,1976-10-11,2,10,26,31,21_30,31_40,adherent
2,0,0,M,1987-05-20,2,10,57,20,51_60,11_20,adherent
3,0,0,A,2006-10-31,0,21,39,0,31_40,0_10,demissionnaire
4,1113,0,C,2002-10-21,2,10,39,5,31_40,0_10,adherent
2,0,enfants,M,2005-12-20,2,21,58,1,51_60,0_10,demissionnaire
3,0,0,M,1984-11-29,2,10,36,23,31_40,21_30,adherent
2,0,enfants,M,2001-09-11,0,21,39,4,31_40,0_10,demissionnaire
2,0,enfants,P,2007-02-08,2,10,30,0,21_30,0_10,adherent
2,0,0,A,1988-05-20,0,21,66,13,61_70,11_20,demissionnaire
3,0,0,A,1972-06-19,0,21,58,27,51_60,21_30,demissionnaire
3,1348,0,M,1982-09-09,2,10,42,25,41_50,21_30,adherent
3,2035,enfants,M,1983-08-31,2,10,32,24,31_40,21_30,adherent
4,0,0,C,1989-11-20,2,10,27,18,21_30,11_20,adherent
3,0,0,A,1990-06-06,0,10,37,17,31_40,11_20,adherent
2,0,0,M,1978-04-20,0,21,43,27,41_50,21_30,demissionnaire
2,0,0,A,2003-01-22,0,21,30,0,21_30,0_10,demissionnaire
2,0,0,A,1979-05-21,0,10,31,28,31_40,21_30,adherent
3,0,0,A,1998-12-11,0,25,39,9,31_40,0_10,adherent
3,0,0,A,1977-03-18,0,21,47,28,41_50,21_30,demissionnaire
2,0,0,A,1978-10-09,0,21,31,26,31_40,21_30,demissionnaire
2,0,enfants,M,2003-04-09,0,21,49,2,41_50,0_10,demissionnaire
2,0,0,M,1993-08-20,2,10,57,14,51_60,11_20,adherent
2,0,0,A,1985-09-10,0,21,37,20,31_40,11_20,demissionnaire
2,0,0,M,1996-10-07,0,21,41,9,41_50,0_10,demissionnaire
3,3557,0,D,1982-07-15,2,10,36,25,31_40,21_30,adherent
3,0,0,M,1999-11-17,0,21,39,6,31_40,0_10,demissionnaire
3,0,0,A,1980-12-11,0,21,33,23,31_40,21_30,demissionnaire
3,0,0,M,1982-12-06,0,21,29,20,21_30,11_20,demissionnaire
4,0,0,C,1979-03-01,0,21,29,24,21_30,21_30,demissionnaire
3,0,0,M,2004-12-09,2,10,34,3,31_40,0_10,adherent
3,0,0,B,1975-07-30,0,21,39,31,31_40,31_40,demissionnaire
2,0,0,M,2000-06-15,0,25,43,2,41_50,0_10,demissionnaire
4,0,0,C,1990-07-10,0,21,31,11,31_40,11_20,demissionnaire
3,0,0,A,2003-01-23,2,21,30,0,21_30,0_10,demissionnaire
3,1884,0,D,1989-12-19,2,10,29,18,21_30,11_20,adherent
3,2995,0,M,2007-03-12,0,10,29,0,21_30,0_10,adherent
4,0,0,C,1994-08-17,0,21,52,9,51_60,0_10,demissionnaire
3,0,0,M,1994-06-01,0,21,46,12,41_50,11_20,demissionnaire
2,0,0,A,1982-12-08,0,21,43,24,41_50,21_30,demissionnaire
2,0,0,A,1972-03-23,0,10,40,35,31_40,31_40,adherent
2,0,0,A,1979-01-17,0,21,67,23,61_70,21_30,demissionnaire
3,0,0,A,1987-08-12,0,21,47,15,41_50,11_20,demissionnaire
3,0,0,A,1991-02-19,0,21,36,10,31_40,0_10,demissionnaire
3,0,0,M,1982-10-29,0,21,46,22,41_50,21_30,demissionnaire
3,0,enfants,M,1997-09-02,0,21,30,7,21_30,0_10,demissionnaire
2,0,0,A,1972-08-16,0,21,36,33,31_40,31_40,demissionnaire
2,3182,0,U,1999-10-29,2,10,23,8,21_30,0_10,adherent
4,0,0,C,1982-12-08,0,21,28,19,21_30,11_20,demissionnaire
3,0,enfants,D,1983-07-18,2,10,33,24,31_40,21_30,adherent
3,0,0,D,1980-12-02,2,10,36,27,31_40,21_30,adherent
3,1450,0,M,2001-09-14,0,21,23,5,21_30,0_10,demissionnaire
3,0,0,D,1980-06-25,2,10,45,27,41_50,21_30,adherent
3,2134,enfants,M,1978-09-08,0,21,28,25,21_30,21_30,demissionnaire
3,0,0,M,1996-10-07,0,21,48,8,41_50,0_10,demissionnaire
2,0,enfants,V,1978-05-29,0,21,30,27,21_30,21_30,demissionnaire
3,0,0,A,1975-10-09,0,21,38,28,31_40,21_30,demissionnaire
2,0,0,A,1984-12-14,0,21,23,21,21_30,21_30,demissionnaire
3,0,0,D,1981-12-03,0,21,40,24,31_40,21_30,demissionnaire
3,0,0,M,1990-04-05,0,21,43,16,41_50,11_20,demissionnaire
4,0,0,C,1999-08-02,0,25,59,8,51_60,0_10,adherent
3,0,0,A,1989-04-05,0,21,23,14,21_30,11_20,demissionnaire
2,0,0,A,1993-05-19,0,21,27,6,21_30,0_10,demissionnaire
2,0,0,A,1990-12-19,0,21,39,9,31_40,0_10,demissionnaire
3,0,0,M,1978-05-18,2,10,56,29,51_60,21_30,adherent
2,1400,0,M,2001-12-12,0,21,53,6,51_60,0_10,adherent
3,0,0,M,2000-02-04,0,21,35,4,31_40,0_10,demissionnaire
3,0,0,A,1978-06-23,2,21,61,21,61_70,21_30,demissionnaire
3,0,0,A,1983-11-08,0,21,33,18,31_40,11_20,demissionnaire
3,0,0,M,1995-02-28,0,21,66,11,61_70,11_20,demissionnaire
3,2275,enfants,M,2003-01-15,0,21,44,4,41_50,0_10,adherent
3,0,0,A,2000-11-24,0,21,56,7,51_60,0_10,adherent
3,0,enfants,D,1981-07-31,2,10,31,26,31_40,21_30,adherent
2,0,0,M,2004-01-14,0,21,32,2,31_40,0_10,demissionnaire
3,0,0,A,1978-12-19,0,21,38,25,31_40,21_30,demissionnaire
3,0,0,A,1977-04-13,0,21,44,27,41_50,21_30,demissionnaire
2,0,0,A,1982-01-26,0,21,27,22,21_30,21_30,demissionnaire
2,0,0,M,1980-01-02,0,21,38,20,31_40,11_20,demissionnaire
2,0,0,A,2003-02-21,0,10,40,0,31_40,0_10,demissionnaire
3,0,0,A,2005-04-05,0,25,45,2,41_50,0_10,adherent
3,0,0,A,2002-01-15,0,21,38,4,31_40,0_10,demissionnaire
2,0,0,A,1985-02-06,0,21,42,17,41_50,11_20,demissionnaire
4,0,0,C,2006-11-06,2,10,28,1,21_30,0_10,adherent
2,0,0,A,1994-10-25,0,21,68,9,61_70,0_10,demissionnaire
3,0,0,A,1988-02-25,0,21,43,14,41_50,11_20,demissionnaire
3,0,0,M,2001-03-06,0,21,69,3,61_70,0_10,demissionnaire
3,0,0,A,1995-03-23,0,10,56,10,51_60,0_10,demissionnaire
3,0,0,V,1995-08-31,0,21,57,9,51_60,0_10,demissionnaire
3,0,0,A,1977-07-19,0,21,48,24,41_50,21_30,demissionnaire
2,0,0,M,1982-10-04,0,21,34,23,31_40,21_30,demissionnaire
2,0,0,C,1991-01-17,0,21,37,11,31_40,11_20,demissionnaire
3,0,0,M,1976-11-15,2,21,43,28,41_50,21_30,demissionnaire
2,2200,enfants,D,1984-03-07,0,21,28,22,21_30,21_30,demissionnaire
2,0,0,C,2000-10-05,0,21,26,3,21_30,0_10,demissionnaire
2,12250,enfants,F,1985-01-02,0,21,34,21,31_40,21_30,demissionnaire
3,4755,enfants,E,1980-06-09,2,10,23,27,21_30,21_30,adherent
2,0,0,C,1998-12-09,0,21,24,3,21_30,0_10,demissionnaire
2,0,0,U,1999-03-15,0,21,39,7,31_40,0_10,demissionnaire
3,1400,0,M,2001-10-04,0,21,24,3,21_30,0_10,demissionnaire
3,0,0,A,1996-09-24,0,21,31,5,31_40,0_10,demissionnaire
3,0,0,M,1987-03-19,0,21,26,17,21_30,11_20,demissionnaire
3,0,0,M,2001-11-16,0,21,41,1,41_50,0_10,demissionnaire
3,0,0,A,1984-11-19,0,21,63,18,61_70,11_20,demissionnaire
4,0,0,C,1986-06-10,0,21,38,16,31_40,11_20,demissionnaire
3,0,0,A,1993-08-09,0,21,39,6,31_40,0_10,demissionnaire
3,0,0,A,1993-08-05,0,21,51,13,51_60,11_20,demissionnaire
3,0,0,A,1979-11-19,0,21,45,24,41_50,21_30,demissionnaire
3,1800,enfants,M,1995-01-20,2,10,29,12,21_30,11_20,adherent
2,0,0,A,2003-02-17,0,21,30,1,21_30,0_10,demissionnaire
2,3964,enfants,M,2003-09-03,0,21,48,0,41_50,0_10,demissionnaire
3,0,0,A,1984-03-13,0,21,31,16,31_40,11_20,demissionnaire
3,1942,enfants,M,1986-06-05,0,10,23,21,21_30,21_30,adherent
3,0,0,A,1981-08-04,0,21,37,24,31_40,21_30,demissionnaire
2,0,0,A,1984-04-25,0,10,24,23,21_30,21_30,adherent
3,0,0,A,1979-07-26,0,21,26,27,21_30,21_30,demissionnaire
3,1549,0,G,1997-05-27,2,10,54,10,51_60,0_10,adherent
3,0,0,C,1986-02-26,0,21,24,18,21_30,11_20,demissionnaire
2,0,0,A,1986-03-18,0,21,31,15,31_40,11_20,demissionnaire
2,0,0,M,2000-08-25,2,21,42,0,41_50,0_10,demissionnaire
3,1605,enfants,M,2004-02-10,0,21,50,0,41_50,0_10,demissionnaire
3,1684,0,M,1986-05-30,2,10,38,21,31_40,21_30,adherent
4,0,0,C,1983-03-28,2,10,22,24,21_30,21_30,adherent
2,0,0,A,1981-03-12,2,21,34,21,31_40,21_30,demissionnaire
3,0,0,A,1980-11-10,0,10,44,27,41_50,21_30,adherent
2,0,0,A,1983-02-08,0,21,65,19,61_70,11_20,demissionnaire
4,0,0,C,1987-08-10,0,21,65,18,61_70,11_20,demissionnaire
2,0,0,A,1987-03-19,0,21,25,12,21_30,11_20,demissionnaire
2,0,0,A,2003-06-04,0,21,27,0,21_30,0_10,demissionnaire
3,0,0,A,1986-01-15,0,21,34,19,31_40,11_20,demissionnaire
4,0,0,C,1996-10-11,0,21,46,10,41_50,0_10,demissionnaire
3,0,enfants,M,1980-08-14,0,10,41,27,41_50,21_30,adherent
2,2400,enfants,B,1999-08-12,2,10,53,8,51_60,0_10,adherent
3,1893,enfants,M,1984-03-12,2,10,23,23,21_30,21_30,adherent
3,1240,0,M,1997-04-08,0,21,28,8,21_30,0_10,demissionnaire
4,0,0,A,1995-06-16,0,21,25,11,21_30,11_20,demissionnaire
2,0,0,A,1987-12-17,0,21,25,17,21_30,11_20,demissionnaire
3,0,0,M,1999-07-13,0,21,36,0,31_40,0_10,demissionnaire
3,0,0,M,1997-09-24,0,21,29,5,21_30,0_10,demissionnaire
3,0,0,D,1977-01-07,2,10,29,30,21_30,21_30,adherent
3,1330,enfants,M,2002-12-10,2,10,30,5,21_30,0_10,adherent
2,0,0,A,1977-12-15,0,21,35,24,31_40,21_30,demissionnaire
3,0,0,A,1985-11-27,0,21,36,17,31_40,11_20,demissionnaire
4,1450,0,U,2003-01-16,2,10,25,4,21_30,0_10,adherent
3,0,0,A,2004-10-27,0,25,45,3,41_50,0_10,adherent
2,0,0,A,1980-03-04,0,21,32,23,31_40,21_30,demissionnaire
4,991,0,C,1988-05-20,0,21,31,14,31_40,11_20,demissionnaire
4,0,0,C,2002-03-26,2,10,26,5,21_30,0_10,adherent
2,0,0,A,2001-06-14,0,21,30,1,21_30,0_10,demissionnaire
3,0,0,A,1981-06-09,0,21,25,20,21_30,11_20,demissionnaire
3,0,0,A,1997-10-28,0,21,25,5,21_30,0_10,demissionnaire
3,2390,enfants,M,1991-08-02,2,10,49,16,41_50,11_20,adherent
3,0,0,A,1983-11-22,0,21,20,16,11_20,11_20,demissionnaire
3,0,0,A,1993-04-06,0,21,37,13,31_40,11_20,demissionnaire
3,0,0,A,1984-01-12,0,21,43,19,41_50,11_20,demissionnaire
3,0,0,A,2002-11-20,0,21,61,2,61_70,0_10,demissionnaire
2,0,0,A,1998-07-27,0,21,33,6,31_40,0_10,demissionnaire
2,0,0,A,1998-05-22,0,23,34,9,31_40,0_10,adherent
2,0,0,A,1991-12-10,0,21,68,8,61_70,0_10,demissionnaire
3,0,0,A,1986-08-11,0,21,42,18,41_50,11_20,demissionnaire
2,2470,0,M,2007-02-08,0,21,54,0,51_60,0_10,adherent
2,0,0,M,2003-06-05,2,10,44,4,41_50,0_10,adherent
4,0,0,C,2003-03-17,0,21,25,3,21_30,0_10,demissionnaire
2,0,0,A,1993-01-22,0,21,42,9,41_50,0_10,demissionnaire
3,0,0,A,1990-10-24,0,21,48,11,41_50,11_20,demissionnaire
3,0,0,A,1982-03-10,0,21,44,21,41_50,21_30,demissionnaire
3,0,enfants,U,1990-11-13,0,21,44,15,41_50,11_20,demissionnaire
3,0,0,A,1974-06-04,0,21,36,26,31_40,21_30,demissionnaire
3,0,0,A,2005-02-28,0,21,50,2,41_50,0_10,adherent
2,0,0,A,1971-12-21,0,10,35,36,31_40,31_40,adherent
3,0,0,A,1979-08-06,0,21,33,25,31_40,21_30,demissionnaire
3,0,0,A,1986-04-30,0,21,42,14,41_50,11_20,demissionnaire
2,0,0,A,1981-11-12,0,21,38,23,31_40,21_30,demissionnaire
2,0,0,C,2000-02-21,2,10,34,7,31_40,0_10,adherent
2,0,0,A,1982-04-08,0,21,55,19,51_60,11_20,demissionnaire
4,0,0,C,1987-12-22,0,21,21,12,21_30,11_20,demissionnaire
4,0,0,C,2002-04-08,0,21,26,3,21_30,0_10,demissionnaire
2,0,0,A,1989-04-28,0,21,57,10,51_60,0_10,demissionnaire
3,0,0,M,1994-05-09,0,21,38,11,31_40,11_20,demissionnaire
3,3268,0,V,1996-09-05,0,21,57,4,51_60,0_10,demissionnaire
4,0,0,C,1990-10-24,0,21,24,11,21_30,11_20,demissionnaire
3,2948,enfants,E,1987-04-28,0,21,31,20,31_40,11_20,adherent
2,1128,enfants,M,2000-01-14,0,21,29,5,21_30,0_10,demissionnaire
2,0,0,M,1985-11-21,0,21,41,19,41_50,11_20,demissionnaire
2,0,0,A,2000-08-10,0,23,52,2,51_60,0_10,demissionnaire
3,0,0,D,2003-11-05,0,21,49,3,41_50,0_10,demissionnaire
2,0,0,A,1981-12-09,0,10,37,26,31_40,21_30,adherent
3,0,0,A,2001-10-24,0,25,52,6,51_60,0_10,adherent
2,0,0,A,1983-03-28,0,21,50,22,41_50,21_30,demissionnaire
3,0,0,A,1976-10-27,0,10,35,31,31_40,31_40,adherent
3,0,0,A,1976-10-13,0,21,39,28,31_40,21_30,demissionnaire
2,0,0,M,1980-01-31,0,21,54,25,51_60,21_30,demissionnaire
3,0,0,D,1986-09-26,2,10,22,21,21_30,21_30,adherent
2,0,0,M,1981-07-21,2,10,22,26,21_30,21_30,adherent
3,0,0,A,2001-10-25,0,21,71,0,71plus,0_10,demissionnaire
3,0,0,A,1989-05-19,0,21,39,17,31_40,11_20,demissionnaire
2,0,0,M,1991-10-02,0,21,30,14,21_30,11_20,demissionnaire
2,0,0,A,1982-09-08,0,21,49,19,41_50,11_20,demissionnaire
2,0,0,D,1993-09-20,0,21,31,12,31_40,11_20,demissionnaire
2,970,0,U,2001-11-29,0,21,21,5,21_30,0_10,demissionnaire
2,0,0,A,2006-07-11,0,21,23,0,21_30,0_10,demissionnaire
3,2249,enfants,E,1984-01-30,2,10,35,23,31_40,21_30,adherent
3,0,0,M,1977-06-24,0,21,31,28,31_40,21_30,demissionnaire
2,1500,0,U,2006-05-03,0,21,37,0,31_40,0_10,demissionnaire
3,0,0,M,1994-09-07,2,21,22,7,21_30,0_10,demissionnaire
3,1061,0,M,1999-06-04,2,10,32,8,31_40,0_10,adherent
3,0,0,A,1993-08-02,0,21,31,6,31_40,0_10,demissionnaire
2,3467,enfants,B,1977-09-23,2,10,28,30,21_30,21_30,adherent
3,0,0,A,1989-12-28,0,21,33,10,31_40,0_10,demissionnaire
2,0,0,C,2002-01-25,0,21,39,3,31_40,0_10,demissionnaire
4,0,enfants,P,2006-02-03,0,21,33,0,31_40,0_10,demissionnaire
2,0,0,A,1995-01-09,0,23,29,4,21_30,0_10,demissionnaire
3,0,0,A,2000-12-08,0,21,23,4,21_30,0_10,demissionnaire
2,2458,enfants,A,2002-05-29,0,21,56,5,51_60,0_10,adherent
3,0,0,A,1987-04-14,0,10,38,20,31_40,11_20,adherent
2,0,0,A,1999-09-24,0,21,34,4,31_40,0_10,demissionnaire
2,0,0,A,2000-02-07,0,21,44,7,41_50,0_10,adherent
3,0,0,A,1982-10-08,0,21,60,20,51_60,11_20,demissionnaire
4,0,0,U,2000-02-17,0,21,24,6,21_30,0_10,demissionnaire
3,0,0,A,2004-12-01,2,21,63,1,61_70,0_10,demissionnaire
2,0,0,C,1996-11-13,2,21,14,11,11_20,11_20,adherent
3,0,0,A,1978-07-05,0,21,43,21,41_50,21_30,demissionnaire
3,0,0,M,1992-07-22,0,21,38,13,31_40,11_20,demissionnaire
2,0,enfants,M,2006-12-05,2,10,36,1,31_40,0_10,adherent
2,0,0,M,1999-02-16,0,21,46,5,41_50,0_10,demissionnaire
4,2698,0,C,2000-08-30,2,10,35,7,31_40,0_10,adherent
3,0,0,D,1986-12-23,0,21,43,19,41_50,11_20,demissionnaire
3,0,0,A,2002-06-04,0,21,53,0,51_60,0_10,demissionnaire
2,0,0,M,2002-05-29,2,21,37,4,31_40,0_10,demissionnaire
3,0,0,M,1982-09-09,0,21,55,24,51_60,21_30,demissionnaire
3,0,0,A,2002-12-13,0,21,30,1,21_30,0_10,demissionnaire
4,1775,0,C,1995-12-20,2,10,26,12,21_30,11_20,adherent
4,1591,0,C,1981-04-01,0,21,25,18,21_30,11_20,demissionnaire
4,0,0,C,1987-10-27,0,21,24,16,21_30,11_20,demissionnaire
4,1598,0,U,1994-11-18,2,10,23,13,21_30,11_20,adherent
2,0,0,A,1979-06-19,0,21,46,24,41_50,21_30,demissionnaire
3,0,0,A,1999-08-11,0,21,45,7,41_50,0_10,demissionnaire
3,1838,enfants,M,1988-09-20,0,10,54,19,51_60,11_20,adherent
2,0,0,M,1987-12-16,0,21,41,14,41_50,11_20,demissionnaire
2,1102,0,M,2004-11-10,0,21,27,3,21_30,0_10,adherent
4,0,0,C,1999-09-20,0,21,27,5,21_30,0_10,demissionnaire
3,0,enfants,M,2000-08-29,0,21,35,6,31_40,0_10,demissionnaire
2,0,0,M,2001-01-11,0,10,27,6,21_30,0_10,adherent
3,0,0,A,1984-10-15,0,10,35,23,31_40,21_30,adherent
2,0,0,M,1985-08-08,0,10,53,22,51_60,21_30,adherent
2,950,enfants,U,1999-11-22,2,10,38,8,31_40,0_10,adherent
3,2200,enfants,M,1987-06-09,2,10,22,20,21_30,11_20,adherent
4,0,0,A,2006-10-18,0,21,34,0,31_40,0_10,demissionnaire
