CDSEXE,MTREV,NBENF,CDSITFAM,DTADH,CDTMT,CDCATCL,AGEAD,adh,CATAGEAD,CATadh,is_adh
2,0,0,V,1989-04-21,2,10,66,18,61_70,11_20,adherent
2,0,0,A,1998-11-03,0,21,37,6,31_40,0_10,demissionnaire
3,0,0,A,2001-09-07,0,21,45,5,41_50,0_10,demissionnaire
4,0,0,C,2005-05-26,2,10,25,2,21_30,0_10,adherent
3,0,0,A,1972-09-28,0,21,32,28,31_40,21_30,demissionnaire
2,1448,enfants,U,1998-10-08,0,21,26,8,21_30,0_10,demissionnaire
3,0,0,A,1985-07-22,0,21,22,17,21_30,11_20,demissionnaire
2,0,0,M,2001-04-09,2,10,48,6,41_50,0_10,adherent
2,3430,0,M,1993-01-26,0,21,50,12,41_50,11_20,demissionnaire
2,0,0,A,1979-07-18,0,21,41,22,41_50,21_30,demissionnaire
3,0,0,M,1992-05-26,2,10,27,15,21_30,11_20,adherent
4,0,0,C,1981-09-07,0,21,45,18,41_50,11_20,demissionnaire
2,0,0,A,1990-07-11,0,21,58,16,51_60,11_20,demissionnaire
3,0,0,D,2000-12-15,2,21,63,1,61_70,0_10,demissionnaire
2,0,0,A,1993-08-30,0,21,31,10,31_40,0_10,demissionnaire
4,0,0,C,2002-08-30,0,21,22,4,21_30,0_10,demissionnaire
2,1448,enfants,G,1988-02-09,2,10,39,19,31_40,11_20,adherent
2,0,0,M,1978-06-13,2,21,28,27,21_30,21_30,demissionnaire
2,0,0,M,1989-07-06,2,10,53,18,51_60,11_20,adherent
3,0,0,A,1999-10-21,0,21,48,7,41_50,0_10,demissionnaire
2,4439,enfants,M,2006-03-10,2,10,44,1,41_50,0_10,adherent
3,1640,enfants,B,2004-04-29,2,10,33,3,31_40,0_10,adherent
3,0,0,A,1999-05-06,0,21,71,0,71plus,0_10,demissionnaire
4,0,0,C,2005-02-22,0,21,32,0,31_40,0_10,demissionnaire
2,0,0,U,1988-09-16,0,21,48,15,41_50,11_20,demissionnaire
3,0,0,M,1996-12-24,0,21,39,8,31_40,0_10,demissionnaire
2,0,0,A,1995-05-04,0,21,25,9,21_30,0_10,demissionnaire
3,0,enfants,M,1985-10-31,0,21,34,20,31_40,11_20,demissionnaire
3,0,0,A,1994-07-18,0,21,47,5,41_50,0_10,demissionnaire
3,0,0,M,1995-12-14,0,24,52,5,51_60,0_10,demissionnaire
2,4300,enfants,M,1988-05-04,2,10,32,19,31_40,11_20,adherent
3,0,0,A,2002-04-17,0,21,46,4,41_50,0_10,demissionnaire
4,0,0,A,2000-09-13,0,21,27,2,21_30,0_10,demissionnaire
3,0,0,U,2004-11-04,2,21,57,1,51_60,0_10,demissionnaire
3,0,0,M,1979-02-23,0,21,30,27,21_30,21_30,demissionnaire
3,0,0,A,1975-12-31,0,21,37,28,31_40,21_30,demissionnaire
2,1793,0,U,1997-11-19,2,10,29,10,21_30,0_10,adherent
4,1542,0,C,1994-09-06,0,21,25,12,21_30,11_20,demissionnaire
2,0,0,A,2004-02-13,0,25,44,3,41_50,0_10,adherent
2,0,enfants,M,1981-10-20,0,21,20,23,11_20,21_30,demissionnaire
2,2788,enfants,V,1982-12-23,2,10,35,25,31_40,21_30,adherent
4,0,0,A,1995-09-28,0,21,23,7,21_30,0_10,demissionnaire
4,0,0,A,1992-01-28,0,21,48,9,41_50,0_10,demissionnaire
4,0,0,C,1981-03-20,0,21,37,22,31_40,21_30,demissionnaire
3,0,0,D,1975-09-04,0,21,31,29,31_40,21_30,demissionnaire
2,0,0,M,1999-12-06,0,25,51,6,51_60,0_10,demissionnaire
3,0,0,M,1999-07-29,2,21,47,1,41_50,0_10,demissionnaire
3,0,enfants,M,2003-04-28,0,21,33,3,31_40,0_10,demissionnaire
3,0,0,A,1985-06-25,0,21,61,14,61_70,11_20,demissionnaire
2,0,0,A,1981-11-12,0,21,30,18,21_30,11_20,demissionnaire
2,0,0,A,1972-05-02,0,21,35,31,31_40,31_40,demissionnaire
4,0,0,C,1982-07-02,0,21,26,17,21_30,11_20,demissionnaire
2,2362,enfants,M,1992-05-19,0,21,29,12,21_30,11_20,demissionnaire
2,0,0,A,1981-12-07,0,21,47,21,41_50,21_30,demissionnaire
3,0,0,A,1981-02-18,0,21,39,19,31_40,11_20,demissionnaire
2,1300,0,U,2004-01-22,0,21,25,2,21_30,0_10,demissionnaire
3,0,0,M,1990-09-10,0,21,32,16,31_40,11_20,demissionnaire
2,0,0,A,1999-05-17,0,10,29,8,21_30,0_10,adherent
2,0,0,A,1990-12-13,0,21,37,14,31_40,11_20,demissionnaire
2,0,0,M,1994-09-20,2,10,31,13,31_40,11_20,adherent
3,2135,enfants,M,1978-12-28,6,10,27,29,21_30,21_30,adherent
2,0,0,A,2003-03-13,0,21,83,0,71plus,0_10,demissionnaire
4,0,0,A,1997-04-22,0,21,37,4,31_40,0_10,demissionnaire
3,0,0,A,1988-09-27,0,21,58,13,51_60,11_20,demissionnaire
3,0,0,A,2000-08-30,0,21,34,5,31_40,0_10,demissionnaire
2,0,0,A,1976-10-11,0,10,29,31,21_30,31_40,adherent
2,0,0,A,1995-01-25,0,21,29,9,21_30,0_10,demissionnaire
2,0,0,A,2002-07-09,0,21,72,1,71plus,0_10,demissionnaire
2,0,0,D,2001-04-26,0,21,65,5,61_70,0_10,demissionnaire
2,0,0,A,1987-06-01,0,10,47,18,41_50,11_20,demissionnaire
2,0,0,M,2001-02-27,0,21,49,4,41_50,0_10,demissionnaire
4,1222,0,U,2005-05-02,2,10,25,2,21_30,0_10,adherent
3,0,0,D,2001-09-26,0,25,43,2,41_50,0_10,demissionnaire
2,0,0,M,1998-09-08,2,10,30,9,21_30,0_10,adherent
2,0,0,A,1988-01-15,0,21,53,14,51_60,11_20,demissionnaire
2,0,0,A,1977-07-01,0,21,39,28,31_40,21_30,demissionnaire
3,0,0,A,1991-10-28,0,10,36,16,31_40,11_20,adherent
2,0,0,A,1986-07-02,0,21,48,20,41_50,11_20,demissionnaire
3,0,0,A,1999-03-09,0,21,53,3,51_60,0_10,demissionnaire
2,2130,enfants,M,2000-05-11,2,10,27,7,21_30,0_10,adherent
2,0,0,U,2004-09-30,0,21,26,1,21_30,0_10,demissionnaire
2,0,0,A,1994-04-06,0,21,47,9,41_50,0_10,demissionnaire
3,0,0,S,1979-12-19,2,10,46,28,41_50,21_30,adherent
4,0,0,C,1990-01-04,0,21,29,11,21_30,11_20,demissionnaire
2,0,0,A,2004-02-19,0,21,24,0,21_30,0_10,demissionnaire
2,0,0,A,1990-05-17,0,21,27,10,21_30,0_10,demissionnaire
2,0,0,A,1997-11-19,0,21,48,3,41_50,0_10,demissionnaire
3,0,0,A,1992-01-28,2,10,24,15,21_30,11_20,adherent
3,0,0,A,2006-01-12,0,21,50,0,41_50,0_10,demissionnaire
3,0,0,A,1984-03-22,0,10,40,23,31_40,21_30,adherent
2,1877,0,M,2006-09-28,0,25,58,1,51_60,0_10,adherent
4,0,0,C,1998-10-27,0,10,33,9,31_40,0_10,adherent
2,0,0,M,1998-09-07,0,25,59,6,51_60,0_10,demissionnaire
3,2807,enfants,U,1986-12-29,0,21,22,19,21_30,11_20,demissionnaire
2,0,enfants,M,1998-09-28,2,21,30,8,21_30,0_10,demissionnaire
2,0,0,A,1994-11-10,0,10,23,12,21_30,11_20,demissionnaire
2,0,0,A,1985-01-14,0,21,28,20,21_30,11_20,demissionnaire
3,0,0,A,1976-02-20,0,10,28,29,21_30,21_30,demissionnaire
3,0,0,M,1985-11-07,0,21,55,16,51_60,11_20,demissionnaire
2,1600,enfants,M,2002-07-25,2,10,34,5,31_40,0_10,adherent
3,0,0,A,1995-10-12,0,21,40,6,31_40,0_10,demissionnaire
2,0,0,A,1993-08-17,0,21,43,11,41_50,11_20,demissionnaire
2,0,0,A,1990-11-08,0,21,32,15,31_40,11_20,demissionnaire
2,0,0,M,1980-05-16,2,10,42,27,41_50,21_30,adherent
2,0,0,A,2000-03-07,0,10,36,7,31_40,0_10,adherent
3,1358,0,V,1985-08-02,0,21,57,18,51_60,11_20,demissionnaire
2,0,0,A,1995-02-01,0,23,68,12,61_70,11_20,adherent
2,0,0,A,1994-12-29,0,21,42,12,41_50,11_20,demissionnaire
2,1143,enfants,A,1999-06-08,0,21,36,6,31_40,0_10,demissionnaire
3,0,0,M,1987-10-26,2,21,48,20,41_50,11_20,adherent
3,0,0,A,1996-10-08,0,21,40,5,31_40,0_10,demissionnaire
4,0,0,C,1988-03-17,0,10,39,19,31_40,11_20,adherent
4,0,0,C,2003-04-28,0,21,37,1,31_40,0_10,demissionnaire
2,0,0,M,1998-01-29,2,10,25,9,21_30,0_10,adherent
3,0,0,M,2005-03-23,2,10,61,2,61_70,0_10,adherent
2,0,0,A,1988-06-30,0,21,28,12,21_30,11_20,demissionnaire
2,0,0,A,1996-01-23,0,21,35,6,31_40,0_10,demissionnaire
2,2051,0,C,2006-01-19,0,21,42,1,41_50,0_10,adherent
2,0,0,A,1993-08-26,0,10,44,14,41_50,11_20,adherent
2,0,0,A,1979-06-11,0,21,33,25,31_40,21_30,demissionnaire
3,2262,enfants,A,1999-12-17,0,21,47,3,41_50,0_10,demissionnaire
4,0,0,C,1994-02-24,0,21,21,9,21_30,0_10,demissionnaire
3,0,0,U,1983-03-29,2,10,29,24,21_30,21_30,adherent
3,0,0,A,1978-06-29,0,10,38,29,31_40,21_30,adherent
3,0,enfants,D,1983-04-15,0,21,28,18,21_30,11_20,demissionnaire
2,0,0,A,1980-11-21,0,21,45,21,41_50,21_30,demissionnaire
3,782,enfants,M,2003-10-21,2,10,28,4,21_30,0_10,adherent
4,0,0,C,1983-03-21,0,10,21,24,21_30,21_30,adherent
2,0,0,M,1988-03-31,0,21,54,15,51_60,11_20,demissionnaire
3,2061,0,M,1993-01-19,0,21,52,14,51_60,11_20,adherent
2,0,0,M,1992-10-02,0,21,24,9,21_30,0_10,demissionnaire
2,2668,enfants,M,2001-05-11,2,10,29,6,21_30,0_10,adherent
2,0,0,A,1981-05-27,0,21,32,25,31_40,21_30,demissionnaire
3,2063,enfants,M,2003-07-08,0,21,33,1,31_40,0_10,demissionnaire
4,0,0,A,2002-01-11,0,21,31,0,31_40,0_10,demissionnaire
3,0,0,A,1988-04-20,0,21,59,16,51_60,11_20,demissionnaire
3,0,0,M,1984-07-24,2,10,26,23,21_30,21_30,adherent
2,1526,0,M,2000-09-26,0,21,23,5,21_30,0_10,demissionnaire
2,0,0,A,2000-03-17,0,21,26,3,21_30,0_10,demissionnaire
2,0,0,M,1999-10-15,0,21,27,7,21_30,0_10,demissionnaire
4,0,0,C,2005-07-12,0,21,27,1,21_30,0_10,demissionnaire
2,0,0,M,2000-11-07,2,10,50,7,41_50,0_10,adherent
2,2065,0,D,1983-09-06,2,10,24,24,21_30,21_30,adherent
3,0,0,C,2004-09-09,0,21,53,0,51_60,0_10,demissionnaire
2,0,0,A,1987-04-21,0,10,29,20,21_30,11_20,adherent
3,0,0,M,2002-03-20,0,21,60,3,51_60,0_10,demissionnaire
3,0,0,A,1999-11-12,0,21,49,2,41_50,0_10,demissionnaire
2,2935,enfants,M,1982-10-21,2,10,28,25,21_30,21_30,adherent
2,0,0,A,1988-05-31,0,21,36,18,31_40,11_20,demissionnaire
2,0,0,A,2002-06-19,0,21,28,0,21_30,0_10,demissionnaire
2,0,0,M,2006-04-07,2,10,54,1,51_60,0_10,adherent
3,0,0,A,1976-06-25,0,21,53,24,51_60,21_30,demissionnaire
3,0,0,A,1981-11-16,0,21,33,22,31_40,21_30,demissionnaire
2,2774,enfants,G,2006-05-11,2,10,41,1,41_50,0_10,adherent
2,0,0,A,1990-10-29,0,21,26,14,21_30,11_20,demissionnaire
4,0,0,C,1982-11-18,0,21,24,17,21_30,11_20,demissionnaire
2,0,0,A,1984-02-13,0,21,28,16,21_30,11_20,demissionnaire
2,0,0,A,1983-11-17,0,21,43,20,41_50,11_20,demissionnaire
4,0,0,A,2005-07-15,0,21,26,0,21_30,0_10,demissionnaire
2,0,enfants,A,1996-12-16,0,21,28,4,21_30,0_10,demissionnaire
2,0,enfants,M,2003-10-17,2,10,31,4,31_40,0_10,adherent
2,0,0,A,1979-03-21,2,21,43,20,41_50,11_20,demissionnaire
2,3500,enfants,M,2001-12-20,0,21,38,6,31_40,0_10,adherent
2,0,0,A,1993-04-22,0,21,32,11,31_40,11_20,demissionnaire
2,0,0,A,1980-03-27,0,21,42,21,41_50,21_30,demissionnaire
2,0,0,A,1991-12-05,0,21,51,11,51_60,11_20,demissionnaire
4,0,0,A,2002-05-17,0,21,25,1,21_30,0_10,demissionnaire
2,1586,enfants,M,1989-12-04,0,21,26,13,21_30,11_20,demissionnaire
2,0,0,A,2001-04-11,0,21,40,6,31_40,0_10,adherent
2,0,0,A,1982-11-05,0,21,32,18,31_40,11_20,demissionnaire
2,0,0,C,1980-10-10,0,21,31,20,31_40,11_20,demissionnaire
3,0,0,A,1991-10-15,0,10,21,16,21_30,11_20,adherent
4,0,0,C,2000-09-13,0,21,26,5,21_30,0_10,demissionnaire
3,0,0,M,1988-02-29,2,10,51,19,51_60,11_20,adherent
3,2000,enfants,E,1995-09-11,2,10,33,12,31_40,11_20,adherent
3,0,0,A,1999-04-01,0,25,36,1,31_40,0_10,demissionnaire
2,1011,0,U,2007-01-30,0,23,39,0,31_40,0_10,adherent
2,1067,0,G,2006-09-18,0,21,56,0,51_60,0_10,demissionnaire
3,0,0,M,1999-06-21,2,10,48,8,41_50,0_10,adherent
3,0,0,A,1976-09-08,0,21,28,27,21_30,21_30,demissionnaire
3,0,0,A,1999-08-17,0,21,28,1,21_30,0_10,demissionnaire
2,480,enfants,M,2000-01-26,0,21,50,2,41_50,0_10,demissionnaire
2,0,0,A,1985-07-29,0,21,35,15,31_40,11_20,demissionnaire
4,1600,0,U,2000-09-22,2,10,24,7,21_30,0_10,adherent
2,2535,0,D,1982-08-30,0,21,35,24,31_40,21_30,demissionnaire
3,0,0,M,1976-04-16,0,21,29,26,21_30,21_30,demissionnaire
2,0,0,A,1986-05-15,0,21,30,17,21_30,11_20,demissionnaire
3,0,0,A,2003-09-22,0,21,58,1,51_60,0_10,demissionnaire
3,0,0,D,1987-12-15,0,21,37,19,31_40,11_20,demissionnaire
3,0,0,A,1980-04-08,0,10,35,27,31_40,21_30,adherent
3,0,0,A,1978-04-18,0,21,44,24,41_50,21_30,demissionnaire
3,0,0,M,1981-04-24,2,10,28,26,21_30,21_30,adherent
2,0,enfants,M,2000-01-03,0,21,28,6,21_30,0_10,demissionnaire
3,1182,enfants,M,2006-01-11,0,21,34,0,31_40,0_10,demissionnaire
3,0,0,A,1979-12-21,0,21,56,24,51_60,21_30,demissionnaire
3,1213,0,M,1999-04-20,0,21,45,4,41_50,0_10,demissionnaire
2,0,enfants,M,1984-03-09,2,21,27,21,21_30,21_30,demissionnaire
2,0,0,M,1977-09-22,2,10,27,30,21_30,21_30,adherent
4,0,0,C,1972-11-10,0,21,34,30,31_40,21_30,demissionnaire
2,2300,enfants,A,1994-11-28,0,21,32,11,31_40,11_20,demissionnaire
2,0,0,A,1984-10-09,0,21,26,16,21_30,11_20,demissionnaire
2,0,0,C,2005-05-25,0,21,43,0,41_50,0_10,demissionnaire
2,0,0,P,2005-12-02,0,10,24,2,21_30,0_10,adherent
2,0,0,A,1994-10-27,0,23,34,13,31_40,11_20,adherent
4,0,0,C,2000-12-27,0,21,28,5,21_30,0_10,demissionnaire
2,0,0,A,1981-10-26,0,21,28,20,21_30,11_20,demissionnaire
4,0,0,C,1986-03-28,0,21,7,21,0_10,21_30,adherent
2,0,0,M,2006-04-06,2,10,25,1,21_30,0_10,adherent
3,0,0,A,1984-11-06,0,10,59,23,51_60,21_30,adherent
3,3811,enfants,B,1999-06-18,0,21,54,5,51_60,0_10,demissionnaire
3,0,0,A,1991-08-20,0,21,25,8,21_30,0_10,demissionnaire
4,0,0,C,1991-05-16,0,21,27,9,21_30,0_10,demissionnaire
3,0,0,M,1992-09-29,0,21,31,14,31_40,11_20,demissionnaire
3,1866,0,C,1989-01-20,2,10,36,18,31_40,11_20,adherent
3,0,0,A,1987-06-03,0,21,45,18,41_50,11_20,demissionnaire
4,0,0,A,1999-03-22,0,21,33,0,31_40,0_10,demissionnaire
2,0,0,A,1988-01-19,0,10,24,19,21_30,11_20,adherent
2,1188,0,A,1999-08-05,0,10,36,8,31_40,0_10,adherent
3,0,enfants,D,2000-08-04,2,10,45,7,41_50,0_10,adherent
3,0,0,A,1990-09-20,0,21,41,9,41_50,0_10,demissionnaire
3,1642,enfants,A,1982-08-30,0,21,44,19,41_50,11_20,demissionnaire
3,0,enfants,A,1998-10-21,0,21,41,9,41_50,0_10,adherent
3,0,0,A,1986-01-15,0,21,53,14,51_60,11_20,demissionnaire
3,0,0,A,1976-03-08,0,21,51,27,51_60,21_30,demissionnaire
4,0,0,C,2004-08-09,2,10,24,3,21_30,0_10,adherent
4,0,0,C,2005-05-12,0,23,35,2,31_40,0_10,adherent
4,0,0,C,1999-11-19,0,21,28,8,21_30,0_10,adherent
3,0,0,D,1989-11-13,2,10,37,18,31_40,11_20,adherent
2,0,0,A,2003-11-27,0,21,38,1,31_40,0_10,demissionnaire
4,0,0,C,2004-06-29,0,21,36,2,31_40,0_10,demissionnaire
3,0,0,M,1983-12-21,0,21,46,22,41_50,21_30,demissionnaire
2,0,0,M,1985-02-20,0,21,54,20,51_60,11_20,demissionnaire
2,0,0,M,1979-11-13,0,21,50,27,41_50,21_30,demissionnaire
2,0,0,A,1993-06-14,0,21,79,7,71plus,0_10,demissionnaire
3,0,0,M,2001-05-25,0,21,23,4,21_30,0_10,demissionnaire
2,0,0,C,1977-06-10,0,21,23,24,21_30,21_30,demissionnaire
3,0,0,A,1994-08-25,0,21,39,7,31_40,0_10,demissionnaire
3,0,0,V,2000-02-08,0,21,73,6,71plus,0_10,demissionnaire
2,0,enfants,U,1991-09-20,0,21,28,14,21_30,11_20,demissionnaire
2,0,0,A,1972-11-10,0,21,33,28,31_40,21_30,demissionnaire
2,1362,0,C,1997-11-18,0,21,43,8,41_50,0_10,demissionnaire
2,0,enfants,M,2006-04-21,2,10,28,1,21_30,0_10,adherent
2,0,0,A,1994-09-26,0,21,46,6,41_50,0_10,demissionnaire
2,0,0,U,2000-03-21,0,25,57,4,51_60,0_10,demissionnaire
2,1604,enfants,M,2000-06-21,0,21,37,6,31_40,0_10,demissionnaire
3,0,0,M,1994-11-29,0,21,37,13,31_40,11_20,adherent
2,0,0,A,1989-05-29,0,21,23,14,21_30,11_20,demissionnaire
2,0,0,A,2003-07-08,0,21,35,1,31_40,0_10,demissionnaire
2,0,0,A,2000-04-05,0,21,36,3,31_40,0_10,demissionnaire
2,0,0,C,1997-09-02,0,21,25,7,21_30,0_10,demissionnaire
4,0,0,P,2004-08-24,0,21,26,1,21_30,0_10,demissionnaire
2,0,0,V,1979-07-05,2,10,48,28,41_50,21_30,adherent
3,0,0,M,2005-05-06,2,21,61,0,61_70,0_10,demissionnaire
2,0,0,A,1982-11-17,0,10,41,25,41_50,21_30,adherent
2,0,0,A,1979-05-08,0,21,64,21,61_70,21_30,demissionnaire
4,0,0,A,1998-12-04,0,21,34,3,31_40,0_10,demissionnaire
2,0,0,C,2004-12-30,2,21,0,3,0_10,0_10,adherent
2,0,0,A,1984-04-24,0,21,51,21,51_60,21_30,demissionnaire
2,0,0,M,1993-01-26,0,21,55,12,51_60,11_20,demissionnaire
2,0,0,M,1991-08-19,2,10,48,16,41_50,11_20,adherent
2,0,0,A,2004-01-12,0,21,29,0,21_30,0_10,demissionnaire
3,0,0,M,2002-12-06,0,21,30,3,21_30,0_10,demissionnaire
2,0,enfants,U,1985-10-29,2,10,24,22,21_30,21_30,adherent
4,0,0,A,2002-01-04,2,21,28,0,21_30,0_10,demissionnaire
2,0,0,C,2006-04-07,2,10,26,1,21_30,0_10,adherent
2,0,0,A,1999-06-22,2,21,49,0,41_50,0_10,demissionnaire
3,0,0,M,1990-09-27,0,21,33,17,31_40,11_20,adherent
3,0,0,B,2004-04-28,0,25,57,1,51_60,0_10,demissionnaire
2,0,0,A,1988-11-21,0,10,25,19,21_30,11_20,adherent
3,0,0,A,1980-07-04,0,21,23,19,21_30,11_20,demissionnaire
3,0,0,A,1999-11-30,0,25,58,8,51_60,0_10,adherent
2,0,0,A,1998-11-16,0,21,30,1,21_30,0_10,demissionnaire
2,0,0,A,1999-04-09,0,21,45,0,41_50,0_10,demissionnaire
2,0,0,M,1985-04-24,0,21,41,20,41_50,11_20,demissionnaire
2,0,0,A,1980-02-25,0,21,45,20,41_50,11_20,demissionnaire
3,0,0,M,1999-03-11,0,10,39,0,31_40,0_10,demissionnaire
2,0,0,A,1983-11-08,0,21,41,20,41_50,11_20,demissionnaire
4,0,0,C,1986-03-14,0,21,32,20,31_40,11_20,demissionnaire
3,1936,enfants,U,1993-08-03,0,21,34,12,31_40,11_20,demissionnaire
3,0,0,M,2003-03-26,0,21,60,0,51_60,0_10,demissionnaire
2,0,0,A,1990-10-23,0,21,28,16,21_30,11_20,demissionnaire
2,0,0,A,1984-09-26,0,21,40,20,31_40,11_20,demissionnaire
3,0,0,D,1984-02-03,0,21,30,20,21_30,11_20,demissionnaire
3,0,enfants,M,1998-03-17,2,10,42,9,41_50,0_10,adherent
4,1744,0,C,2002-08-28,2,10,20,5,11_20,0_10,adherent
2,0,0,A,1991-12-16,0,21,40,12,31_40,11_20,demissionnaire
4,0,0,C,1997-01-17,2,21,9,10,0_10,0_10,adherent
3,1380,enfants,M,1986-04-16,2,21,26,20,21_30,11_20,demissionnaire
4,0,0,C,1995-10-18,0,21,23,7,21_30,0_10,demissionnaire
2,0,0,A,1980-06-10,0,21,31,24,31_40,21_30,demissionnaire
3,0,0,D,1978-11-07,0,21,38,27,31_40,21_30,demissionnaire
2,2083,enfants,M,2000-05-11,2,10,32,7,31_40,0_10,adherent
2,0,0,A,1982-06-08,0,21,37,24,31_40,21_30,demissionnaire
2,0,0,A,1973-11-26,0,21,18,34,11_20,31_40,adherent
3,0,0,A,2000-01-05,0,21,22,1,21_30,0_10,demissionnaire
2,0,0,M,2000-01-12,2,10,56,7,51_60,0_10,adherent
2,0,0,A,1979-12-04,0,10,49,23,41_50,21_30,demissionnaire
2,0,0,M,1981-02-10,2,21,31,24,31_40,21_30,demissionnaire
2,0,0,A,1986-04-22,0,21,45,13,41_50,11_20,demissionnaire
3,0,0,A,1978-04-11,0,21,38,26,31_40,21_30,demissionnaire
4,0,0,C,1984-03-21,0,21,21,15,21_30,11_20,demissionnaire
3,0,0,M,1995-10-06,0,21,23,4,21_30,0_10,demissionnaire
2,0,0,A,1983-03-30,0,21,39,16,31_40,11_20,demissionnaire
2,0,enfants,M,1996-07-22,0,21,32,7,31_40,0_10,demissionnaire
3,0,0,A,1972-08-01,0,21,28,34,21_30,31_40,demissionnaire
2,0,0,U,1998-03-25,2,10,39,9,31_40,0_10,adherent
2,0,0,U,2006-04-19,0,21,41,0,41_50,0_10,demissionnaire
3,2250,0,M,2003-04-25,0,21,53,1,51_60,0_10,demissionnaire
2,0,0,A,1998-11-03,0,21,55,9,51_60,0_10,adherent
3,0,0,M,2002-01-10,0,21,42,3,41_50,0_10,demissionnaire
2,0,0,A,2003-05-16,0,21,32,1,31_40,0_10,demissionnaire
4,0,0,A,1995-11-27,0,21,30,7,21_30,0_10,demissionnaire
2,0,0,M,1991-03-20,0,21,37,14,31_40,11_20,demissionnaire
3,0,0,C,1996-09-12,0,21,24,10,21_30,0_10,demissionnaire
2,0,0,A,2005-03-31,0,21,10,2,0_10,0_10,adherent
3,75,0,A,1990-11-09,0,21,63,13,61_70,11_20,demissionnaire
3,0,0,M,1978-07-20,2,10,32,29,31_40,21_30,adherent
3,0,enfants,M,1982-02-11,0,10,36,25,31_40,21_30,adherent
2,0,0,M,1986-05-29,0,21,35,20,31_40,11_20,demissionnaire
4,1185,enfants,C,2002-10-25,2,10,37,5,31_40,0_10,adherent
2,0,0,A,1979-06-11,0,21,51,21,51_60,21_30,demissionnaire
2,0,0,A,1999-07-02,0,25,51,8,51_60,0_10,adherent
3,2283,0,D,1994-05-31,0,10,45,13,41_50,11_20,adherent
2,0,0,M,2003-06-12,0,21,32,3,31_40,0_10,demissionnaire
2,0,0,A,1998-08-05,0,21,49,5,41_50,0_10,demissionnaire
3,1080,enfants,M,2004-10-18,0,21,28,1,21_30,0_10,demissionnaire
2,0,0,A,1981-04-02,0,10,49,26,41_50,21_30,adherent
2,0,0,A,1991-03-15,0,21,24,13,21_30,11_20,demissionnaire
3,0,0,A,2000-06-22,0,21,42,0,41_50,0_10,demissionnaire
2,1631,enfants,M,1983-09-29,0,21,26,19,21_30,11_20,demissionnaire
3,0,0,A,2004-05-10,0,21,56,1,51_60,0_10,demissionnaire
3,0,0,B,1985-07-17,0,21,27,19,21_30,11_20,demissionnaire
3,0,0,M,2002-01-22,2,10,60,5,51_60,0_10,adherent
3,0,enfants,D,1977-03-21,2,10,27,30,21_30,21_30,adherent
3,0,0,A,1992-05-26,2,21,28,7,21_30,0_10,demissionnaire
3,0,0,M,1978-01-11,0,21,42,27,41_50,21_30,demissionnaire
2,0,0,C,1997-11-25,0,21,21,9,21_30,0_10,demissionnaire
3,0,0,A,1977-10-18,0,21,34,25,31_40,21_30,demissionnaire
3,0,0,M,1977-09-01,0,21,34,28,31_40,21_30,demissionnaire
3,2134,0,M,1980-12-11,2,10,25,27,21_30,21_30,adherent
3,0,0,A,1972-12-22,0,10,51,35,51_60,31_40,adherent
2,0,0,A,2003-06-19,0,23,55,4,51_60,0_10,adherent
3,0,0,D,1985-09-20,0,21,45,16,41_50,11_20,demissionnaire
2,1973,enfants,M,2000-09-07,2,10,32,7,31_40,0_10,adherent
2,2200,enfants,E,1985-12-02,2,10,27,22,21_30,21_30,adherent
2,0,0,M,1990-12-07,0,21,35,16,31_40,11_20,demissionnaire
2,1450,0,C,2002-09-06,2,10,24,5,21_30,0_10,adherent
3,1504,0,M,1989-04-14,0,21,43,18,41_50,11_20,adherent
3,0,0,A,1997-06-09,0,21,29,6,21_30,0_10,demissionnaire
2,0,0,A,1988-01-29,0,10,33,19,31_40,11_20,adherent
3,0,0,C,1984-12-04,0,21,21,21,21_30,21_30,demissionnaire
2,0,0,A,1985-03-21,0,21,47,16,41_50,11_20,demissionnaire
2,1433,0,C,2000-10-25,0,21,27,3,21_30,0_10,demissionnaire
2,1387,0,A,1998-06-08,0,21,30,9,21_30,0_10,adherent
2,0,0,M,2005-09-15,2,10,29,2,21_30,0_10,adherent
3,0,0,A,2004-06-03,0,21,38,0,31_40,0_10,demissionnaire
3,0,0,A,1972-02-01,0,21,46,30,41_50,21_30,demissionnaire
3,0,0,M,2001-07-18,0,21,26,5,21_30,0_10,demissionnaire
3,0,0,A,1988-07-26,0,21,57,12,51_60,11_20,demissionnaire
3,0,0,A,1980-06-11,2,21,53,21,51_60,21_30,demissionnaire
3,0,0,A,2003-07-25,0,21,35,0,31_40,0_10,demissionnaire
3,0,0,A,1985-09-16,0,10,33,22,31_40,21_30,adherent
3,0,0,M,1994-09-12,0,21,25,7,21_30,0_10,demissionnaire
3,1240,enfants,G,2003-06-26,2,10,34,4,31_40,0_10,adherent
3,2360,0,B,1983-02-21,0,21,54,23,51_60,21_30,demissionnaire
3,0,0,A,1993-09-24,0,21,42,6,41_50,0_10,demissionnaire
3,0,0,M,1981-05-04,0,21,47,20,41_50,11_20,demissionnaire
3,0,0,D,1986-06-03,2,10,39,21,31_40,21_30,adherent
3,0,0,A,2001-03-02,0,21,60,6,51_60,0_10,adherent
3,0,0,A,1978-08-29,0,21,29,26,21_30,21_30,demissionnaire
3,0,0,A,1992-08-04,0,21,69,14,61_70,11_20,demissionnaire
