Id;CDSEXE;MTREV;NBENF;CDSITFAM;DTADH;CDTMT;CDDEM;DTDEM;ANNEE_DEM;CDMOTDEM;CDCATCL;AGEAD;rangagead;agedem;rangagedem;rangdem;adh;rangadh;LBL_rangagead;ID_rangagead;LBL_agedem;ID_agedem;LBL_rangadh;ID_rangadh
13545;3;0;0;C;15/01/1991;0;2;23/05/2006;2006;DV;21;25;1  19-25;40;4  36-40;8  2006;15;4  15-19;19-25;1;36-40;4;15-19;4
13546;2;2294;0;M;15/01/1991;0;2;14/12/2005;2005;DV;21;28;2  26-30;42;5  41-45;7  2005;14;3  10-14;26-30;2;41-45;5;oct-14;3
13547;2;0;0;M;16/01/1991;0;2;26/06/2006;2006;DV;21;51;7  51-55;66;a  66-70;8  2006;15;4  15-19;51-55;7;66-70;a;15-19;4
13548;3;0;0;A;16/01/1991;0;2;17/03/1999;1999;DV;21;33;3  31-35;41;5  41-45;1  1999;8;2  5-9;31-35;3;41-45;5;05-sept;2
13549;2;0;0;A;16/01/1991;0;2;01/02/2001;2001;DV;21;50;6  46-50;60;8  56-60;3  2001;10;3  10-14;46-50;6;56-60;8;oct-14;3
13550;3;0;0;A;17/01/1991;0;2;22/05/2000;2000;DV;21;37;4  36-40;46;6  46-50;2  2000;9;2  5-9;36-40;4;46-50;6;05-sept;2
13551;3;0;0;M;17/01/1991;0;2;25/08/2005;2005;DV;21;36;4  36-40;50;6  46-50;7  2005;14;3  10-14;36-40;4;46-50;6;oct-14;3
13552;3;0;1;M;17/01/1991;0;2;14/01/2004;2004;DV;21;49;6  46-50;62;9  61-65;6  2004;13;3  10-14;46-50;6;61-65;9;oct-14;3
13553;2;0;0;C;17/01/1991;0;2;20/06/2002;2002;DV;21;37;4  36-40;48;6  46-50;4  2002;11;3  10-14;36-40;4;46-50;6;oct-14;3
13554;3;0;0;A;18/01/1991;0;2;02/06/2006;2006;RA;21;35;3  31-35;50;6  46-50;8  2006;15;4  15-19;31-35;3;46-50;6;15-19;4
13555;2;0;0;A;18/01/1991;0;2;27/10/2003;2003;DV;21;62;8  56-+;74;b  71-+;5  2003;12;3  10-14;56-+;8;71-+;b;oct-14;3
13556;2;0;0;M;18/01/1991;0;2;29/03/2006;2006;DA;21;33;3  31-35;48;6  46-50;8  2006;15;4  15-19;31-35;3;46-50;6;15-19;4
13557;3;0;0;A;21/01/1991;0;2;01/03/1999;1999;DV;21;26;2  26-30;34;3  31-35;1  1999;8;2  5-9;26-30;2;31-35;3;05-sept;2
13558;3;1372;0;M;21/01/1991;0;2;05/10/2005;2005;DV;21;31;3  31-35;45;5  41-45;7  2005;14;3  10-14;31-35;3;41-45;5;oct-14;3
13559;2;0;0;M;21/01/1991;0;2;08/06/2005;2005;DV;21;35;3  31-35;49;6  46-50;7  2005;14;3  10-14;31-35;3;46-50;6;oct-14;3
13560;3;0;0;A;22/01/1991;0;2;31/03/2003;2003;DV;21;60;8  56-+;72;b  71-+;5  2003;12;3  10-14;56-+;8;71-+;b;oct-14;3
13561;2;0;0;A;22/01/1991;0;2;27/12/2004;2004;DV;21;44;5  41-45;57;8  56-60;6  2004;13;3  10-14;41-45;5;56-60;8;oct-14;3
13562;3;0;1;M;23/01/1991;2;2;28/02/2005;2005;DA;21;24;1  19-25;38;4  36-40;7  2005;14;3  10-14;19-25;1;36-40;4;oct-14;3
13563;2;0;0;M;23/01/1991;0;2;08/06/2005;2005;DV;21;49;6  46-50;63;9  61-65;7  2005;14;3  10-14;46-50;6;61-65;9;oct-14;3
13564;2;0;0;A;22/01/1991;0;2;28/12/2004;2004;DV;21;49;6  46-50;62;9  61-65;6  2004;13;3  10-14;46-50;6;61-65;9;oct-14;3
13565;2;0;2;S;22/01/1991;2;2;28/03/2006;2006;DA;21;28;2  26-30;43;5  41-45;8  2006;15;4  15-19;26-30;2;41-45;5;15-19;4
13566;2;0;0;A;24/01/1991;0;2;13/04/2004;2004;DV;21;32;3  31-35;45;5  41-45;6  2004;13;3  10-14;31-35;3;41-45;5;oct-14;3
13567;2;0;0;A;24/01/1991;0;2;01/08/2000;2000;DV;21;30;2  26-30;39;4  36-40;2  2000;9;2  5-9;26-30;2;36-40;4;05-sept;2
13568;2;2301;3;M;24/01/1991;0;2;27/12/1999;1999;DA;21;43;5  41-45;51;7  51-55;1  1999;8;2  5-9;41-45;5;51-55;7;05-sept;2
13569;2;0;0;A;24/01/1991;0;2;31/12/2004;2004;DV;21;47;6  46-50;60;8  56-60;6  2004;13;3  10-14;46-50;6;56-60;8;oct-14;3
13570;2;0;2;M;24/01/1991;0;2;27/12/2004;2004;DV;21;30;2  26-30;43;5  41-45;6  2004;13;3  10-14;26-30;2;41-45;5;oct-14;3
13571;2;0;0;A;25/01/1991;0;2;03/08/2004;2004;DA;21;46;6  46-50;59;8  56-60;6  2004;13;3  10-14;46-50;6;56-60;8;oct-14;3
13572;3;0;0;A;25/01/1991;0;2;02/11/2005;2005;DV;10;34;3  31-35;48;6  46-50;7  2005;14;3  10-14;31-35;3;46-50;6;oct-14;3
13573;3;0;0;A;25/01/1991;0;2;29/04/2003;2003;RA;21;33;3  31-35;45;5  41-45;5  2003;12;3  10-14;31-35;3;41-45;5;oct-14;3
13574;2;0;0;A;25/01/1991;0;2;29/04/2003;2003;RA;21;39;4  36-40;51;7  51-55;5  2003;12;3  10-14;36-40;4;51-55;7;oct-14;3
13575;3;0;0;A;25/01/1991;0;2;15/12/2004;2004;DV;21;57;8  56-+;70;a  66-70;6  2004;13;3  10-14;56-+;8;66-70;a;oct-14;3
13576;4;0;0;C;28/01/1991;0;2;05/04/2006;2006;RA;21;30;2  26-30;45;5  41-45;8  2006;15;4  15-19;26-30;2;41-45;5;15-19;4
13577;3;0;0;A;29/01/1991;0;2;03/07/2006;2006;DV;21;65;8  56-+;80;b  71-+;8  2006;15;4  15-19;56-+;8;71-+;b;15-19;4
13578;3;0;0;A;29/01/1991;0;2;27/12/1999;1999;DV;21;53;7  51-55;61;9  61-65;1  1999;8;2  5-9;51-55;7;61-65;9;05-sept;2
13579;3;0;0;M;30/01/1991;0;2;25/05/2005;2005;DV;21;46;6  46-50;60;8  56-60;7  2005;14;3  10-14;46-50;6;56-60;8;oct-14;3
13580;2;0;0;A;30/01/1991;0;2;27/04/2001;2001;DV;21;53;7  51-55;63;9  61-65;3  2001;10;3  10-14;51-55;7;61-65;9;oct-14;3
13581;2;0;0;A;31/01/1991;0;2;30/12/2004;2004;DV;21;23;1  19-25;36;4  36-40;6  2004;13;3  10-14;19-25;1;36-40;4;oct-14;3
13582;3;0;0;A;31/01/1991;0;2;16/06/2004;2004;DV;21;48;6  46-50;61;9  61-65;6  2004;13;3  10-14;46-50;6;61-65;9;oct-14;3
13583;3;0;0;A;31/01/1991;0;2;28/04/2000;2000;DV;21;57;8  56-+;66;a  66-70;2  2000;9;2  5-9;56-+;8;66-70;a;05-sept;2
13584;3;1490;0;V;31/01/1991;0;2;24/03/2006;2006;DV;21;63;8  56-+;78;b  71-+;8  2006;15;4  15-19;56-+;8;71-+;b;15-19;4
13585;4;0;0;C;31/01/1991;0;2;01/03/2001;2001;DV;21;32;3  31-35;42;5  41-45;3  2001;10;3  10-14;31-35;3;41-45;5;oct-14;3
13586;3;0;0;A;04/02/1991;0;2;26/07/2004;2004;DA;21;35;3  31-35;48;6  46-50;6  2004;13;3  10-14;31-35;3;46-50;6;oct-14;3
13587;2;0;0;A;04/02/1991;0;2;25/03/2003;2003;DV;21;26;2  26-30;38;4  36-40;5  2003;12;3  10-14;26-30;2;36-40;4;oct-14;3
13588;2;0;0;A;04/02/1991;0;2;05/03/1999;1999;DV;21;32;3  31-35;40;4  36-40;1  1999;8;2  5-9;31-35;3;36-40;4;05-sept;2
13589;4;2200;2;C;04/02/1991;0;2;21/12/2005;2005;DV;21;40;4  36-40;54;7  51-55;7  2005;14;3  10-14;36-40;4;51-55;7;oct-14;3
13590;2;0;0;A;04/02/1991;0;2;27/10/1999;1999;DA;21;35;3  31-35;43;5  41-45;1  1999;8;2  5-9;31-35;3;41-45;5;05-sept;2
13591;2;0;0;A;05/02/1991;0;2;23/01/2003;2003;DV;21;28;2  26-30;40;4  36-40;5  2003;12;3  10-14;26-30;2;36-40;4;oct-14;3
13592;2;2286;0;C;05/02/1991;0;2;06/12/2005;2005;DV;21;39;4  36-40;53;7  51-55;7  2005;14;3  10-14;36-40;4;51-55;7;oct-14;3
13593;4;0;0;C;05/02/1991;0;2;08/10/2002;2002;DA;21;30;2  26-30;41;5  41-45;4  2002;11;3  10-14;26-30;2;41-45;5;oct-14;3
13594;2;0;0;M;07/02/1991;0;2;27/07/2004;2004;DA;40;31;3  31-35;44;5  41-45;6  2004;13;3  10-14;31-35;3;41-45;5;oct-14;3
13595;3;0;0;A;07/02/1991;0;2;28/11/2001;2001;DV;21;41;5  41-45;51;7  51-55;3  2001;10;3  10-14;41-45;5;51-55;7;oct-14;3
13596;2;0;0;M;07/02/1991;0;2;07/10/2003;2003;DV;21;25;1  19-25;37;4  36-40;5  2003;12;3  10-14;19-25;1;36-40;4;oct-14;3
13597;2;0;0;U;08/02/1991;0;2;07/03/2002;2002;DV;21;39;4  36-40;50;6  46-50;4  2002;11;3  10-14;36-40;4;46-50;6;oct-14;3
13598;3;0;0;A;08/02/1991;0;2;11/06/2002;2002;DV;21;43;5  41-45;54;7  51-55;4  2002;11;3  10-14;41-45;5;51-55;7;oct-14;3
13599;3;0;0;D;08/02/1991;0;2;29/07/2005;2005;DV;21;48;6  46-50;62;9  61-65;7  2005;14;3  10-14;46-50;6;61-65;9;oct-14;3
13600;2;0;0;A;11/02/1991;0;2;28/11/2001;2001;DV;21;30;2  26-30;40;4  36-40;3  2001;10;3  10-14;26-30;2;36-40;4;oct-14;3
13601;2;1600;4;M;11/02/1991;0;2;03/11/2006;2006;DV;21;33;3  31-35;48;6  46-50;8  2006;15;4  15-19;31-35;3;46-50;6;15-19;4
13602;3;0;0;A;11/02/1991;0;2;05/03/1999;1999;DV;21;27;2  26-30;35;3  31-35;1  1999;8;2  5-9;26-30;2;31-35;3;05-sept;2
13603;3;0;0;A;12/02/1991;0;2;18/12/2000;2000;DV;21;27;2  26-30;36;4  36-40;2  2000;9;2  5-9;26-30;2;36-40;4;05-sept;2
13604;2;0;0;A;12/02/1991;0;2;21/04/2006;2006;DV;21;25;1  19-25;40;4  36-40;8  2006;15;4  15-19;19-25;1;36-40;4;15-19;4
13605;2;0;0;A;12/02/1991;0;2;09/01/2004;2004;DV;21;39;4  36-40;52;7  51-55;6  2004;13;3  10-14;36-40;4;51-55;7;oct-14;3
13606;3;0;0;A;12/02/1991;0;2;12/10/2006;2006;DV;21;52;7  51-55;67;a  66-70;8  2006;15;4  15-19;51-55;7;66-70;a;15-19;4
13607;3;0;0;A;12/02/1991;0;2;29/08/2006;2006;DV;21;50;6  46-50;65;9  61-65;8  2006;15;4  15-19;46-50;6;61-65;9;15-19;4
13608;3;0;0;A;13/02/1991;0;2;06/12/2005;2005;DV;21;51;7  51-55;65;9  61-65;7  2005;14;3  10-14;51-55;7;61-65;9;oct-14;3
13609;3;0;0;A;13/02/1991;0;2;07/04/2000;2000;DV;21;46;6  46-50;55;7  51-55;2  2000;9;2  5-9;46-50;6;51-55;7;05-sept;2
13610;3;0;0;A;13/02/1991;0;2;18/04/2002;2002;DA;21;32;3  31-35;43;5  41-45;4  2002;11;3  10-14;31-35;3;41-45;5;oct-14;3
13611;2;0;0;B;13/02/1991;2;2;14/06/2002;2002;DV;21;26;2  26-30;37;4  36-40;4  2002;11;3  10-14;26-30;2;36-40;4;oct-14;3
13612;2;0;0;A;13/02/1991;0;2;30/11/2000;2000;DV;21;29;2  26-30;38;4  36-40;2  2000;9;2  5-9;26-30;2;36-40;4;05-sept;2
13613;2;0;0;A;13/02/1991;0;2;26/08/2002;2002;RA;21;30;2  26-30;41;5  41-45;4  2002;11;3  10-14;26-30;2;41-45;5;oct-14;3
13614;3;1831;2;M;14/02/1991;0;2;24/01/2006;2006;DV;21;24;1  19-25;39;4  36-40;8  2006;15;4  15-19;19-25;1;36-40;4;15-19;4
13615;2;0;0;M;14/02/1991;0;2;28/12/2004;2004;DA;10;42;5  41-45;55;7  51-55;6  2004;13;3  10-14;41-45;5;51-55;7;oct-14;3
13616;2;0;0;C;14/02/1991;0;2;13/06/2006;2006;DV;21;31;3  31-35;46;6  46-50;8  2006;15;4  15-19;31-35;3;46-50;6;15-19;4
13617;3;0;0;M;15/02/1991;2;2;02/08/2004;2004;DA;10;38;4  36-40;51;7  51-55;6  2004;13;3  10-14;36-40;4;51-55;7;oct-14;3
13618;3;0;0;A;15/02/1991;0;2;12/06/2003;2003;DV;21;62;8  56-+;74;b  71-+;5  2003;12;3  10-14;56-+;8;71-+;b;oct-14;3
13619;2;0;0;A;15/02/1991;0;2;12/06/2003;2003;DV;21;66;8  56-+;78;b  71-+;5  2003;12;3  10-14;56-+;8;71-+;b;oct-14;3
13620;2;0;0;A;18/02/1991;0;2;19/05/2003;2003;DV;21;26;2  26-30;38;4  36-40;5  2003;12;3  10-14;26-30;2;36-40;4;oct-14;3
13621;3;0;0;A;18/02/1991;0;2;08/07/2004;2004;DV;21;28;2  26-30;41;5  41-45;6  2004;13;3  10-14;26-30;2;41-45;5;oct-14;3
13622;3;0;0;A;19/02/1991;0;2;24/01/2001;2001;DV;21;36;4  36-40;46;6  46-50;3  2001;10;3  10-14;36-40;4;46-50;6;oct-14;3
13623;2;0;0;A;19/02/1991;0;2;26/10/2001;2001;RA;21;31;3  31-35;41;5  41-45;3  2001;10;3  10-14;31-35;3;41-45;5;oct-14;3
13624;3;0;0;M;20/02/1991;0;2;28/04/2006;2006;DV;21;24;1  19-25;39;4  36-40;8  2006;15;4  15-19;19-25;1;36-40;4;15-19;4
13625;2;0;0;M;20/02/1991;0;2;28/04/2006;2006;DV;21;24;1  19-25;39;4  36-40;8  2006;15;4  15-19;19-25;1;36-40;4;15-19;4
13626;4;0;0;C;20/02/1991;0;2;06/09/2004;2004;DV;21;40;4  36-40;53;7  51-55;6  2004;13;3  10-14;36-40;4;51-55;7;oct-14;3
13627;3;0;0;M;20/02/1991;0;2;01/09/2003;2003;DV;21;23;1  19-25;35;3  31-35;5  2003;12;3  10-14;19-25;1;31-35;3;oct-14;3
13628;2;0;0;A;20/02/1991;0;2;12/12/2005;2005;DV;21;22;1  19-25;36;4  36-40;7  2005;14;3  10-14;19-25;1;36-40;4;oct-14;3
13629;4;2000;1;C;21/02/1991;0;2;23/01/2006;2006;DV;21;36;4  36-40;51;7  51-55;8  2006;15;4  15-19;36-40;4;51-55;7;15-19;4
13630;2;0;0;M;21/02/1991;0;2;18/05/2005;2005;DV;21;44;5  41-45;58;8  56-60;7  2005;14;3  10-14;41-45;5;56-60;8;oct-14;3
13631;4;0;0;C;22/02/1991;0;2;16/07/1999;1999;RA;21;31;3  31-35;39;4  36-40;1  1999;8;2  5-9;31-35;3;36-40;4;05-sept;2
13632;3;0;0;V;22/02/1991;0;2;21/06/2005;2005;DV;21;65;8  56-+;79;b  71-+;7  2005;14;3  10-14;56-+;8;71-+;b;oct-14;3
13633;3;0;0;A;22/02/1991;0;2;27/12/2001;2001;DV;21;62;8  56-+;72;b  71-+;3  2001;10;3  10-14;56-+;8;71-+;b;oct-14;3
13634;2;1950;3;M;25/02/1991;0;2;23/11/2006;2006;DV;21;36;4  36-40;51;7  51-55;8  2006;15;4  15-19;36-40;4;51-55;7;15-19;4
13635;4;0;0;C;26/02/1991;0;2;06/06/2002;2002;DV;21;23;1  19-25;34;3  31-35;4  2002;11;3  10-14;19-25;1;31-35;3;oct-14;3
13636;4;0;0;C;26/02/1991;0;2;19/03/1999;1999;DV;21;41;5  41-45;49;6  46-50;1  1999;8;2  5-9;41-45;5;46-50;6;05-sept;2
13637;2;0;0;A;26/02/1991;0;2;15/06/2000;2000;DV;21;28;2  26-30;37;4  36-40;2  2000;9;2  5-9;26-30;2;36-40;4;05-sept;2
13638;3;0;0;A;26/02/1991;0;2;18/03/2002;2002;DV;21;27;2  26-30;38;4  36-40;4  2002;11;3  10-14;26-30;2;36-40;4;oct-14;3
13639;3;0;0;A;27/02/1991;0;2;23/09/2005;2005;DV;21;33;3  31-35;47;6  46-50;7  2005;14;3  10-14;31-35;3;46-50;6;oct-14;3
13640;2;0;1;U;27/02/1991;0;2;27/09/2006;2006;DV;21;29;2  26-30;44;5  41-45;8  2006;15;4  15-19;26-30;2;41-45;5;15-19;4
13641;3;0;0;A;27/02/1991;0;2;26/06/2002;2002;DV;21;52;7  51-55;63;9  61-65;4  2002;11;3  10-14;51-55;7;61-65;9;oct-14;3
13642;2;0;0;M;27/02/1991;0;2;26/06/2002;2002;DV;21;42;5  41-45;53;7  51-55;4  2002;11;3  10-14;41-45;5;51-55;7;oct-14;3
13643;3;0;0;M;27/02/1991;0;2;11/08/2006;2006;DV;21;62;8  56-+;77;b  71-+;8  2006;15;4  15-19;56-+;8;71-+;b;15-19;4
13644;2;0;0;C;27/02/1991;0;2;08/12/2005;2005;DV;21;27;2  26-30;41;5  41-45;7  2005;14;3  10-14;26-30;2;41-45;5;oct-14;3
13645;4;1058;2;C;27/02/1991;0;2;16/06/2005;2005;DV;21;29;2  26-30;43;5  41-45;7  2005;14;3  10-14;26-30;2;41-45;5;oct-14;3
13646;3;0;0;B;28/02/1991;0;2;06/09/2004;2004;DA;21;38;4  36-40;51;7  51-55;6  2004;13;3  10-14;36-40;4;51-55;7;oct-14;3
13647;2;0;0;A;01/03/1991;0;2;19/02/1999;1999;DV;21;41;5  41-45;49;6  46-50;1  1999;8;2  5-9;41-45;5;46-50;6;05-sept;2
13648;3;0;0;A;01/03/1991;0;2;06/01/2000;2000;DV;21;30;2  26-30;39;4  36-40;2  2000;9;2  5-9;26-30;2;36-40;4;05-sept;2
13649;3;0;0;M;01/03/1991;0;2;16/08/2001;2001;DV;21;27;2  26-30;37;4  36-40;3  2001;10;3  10-14;26-30;2;36-40;4;oct-14;3
13650;4;0;0;C;01/03/1991;0;2;19/10/2005;2005;DV;21;41;5  41-45;55;7  51-55;7  2005;14;3  10-14;41-45;5;51-55;7;oct-14;3
13651;2;0;0;A;01/03/1991;2;2;25/06/1999;1999;DV;21;50;6  46-50;58;8  56-60;1  1999;8;2  5-9;46-50;6;56-60;8;05-sept;2
13652;3;0;0;A;01/03/1991;0;2;17/12/2003;2003;DV;23;42;5  41-45;54;7  51-55;5  2003;12;3  10-14;41-45;5;51-55;7;oct-14;3
13653;2;0;0;A;01/03/1991;0;2;18/11/2005;2005;DV;21;52;7  51-55;66;a  66-70;7  2005;14;3  10-14;51-55;7;66-70;a;oct-14;3
13654;4;0;0;C;04/03/1991;0;2;08/11/1999;1999;DV;21;29;2  26-30;37;4  36-40;1  1999;8;2  5-9;26-30;2;36-40;4;05-sept;2
13655;3;0;0;A;04/03/1991;0;2;06/01/2004;2004;DV;21;58;8  56-+;71;b  71-+;6  2004;13;3  10-14;56-+;8;71-+;b;oct-14;3
13656;2;0;0;A;04/03/1991;0;2;06/01/2004;2004;DV;21;58;8  56-+;71;b  71-+;6  2004;13;3  10-14;56-+;8;71-+;b;oct-14;3
13657;3;0;0;A;04/03/1991;0;2;04/10/2000;2000;DV;21;47;6  46-50;56;8  56-60;2  2000;9;2  5-9;46-50;6;56-60;8;05-sept;2
13658;3;0;0;A;05/03/1991;0;2;01/08/2001;2001;DV;21;56;8  56-+;66;a  66-70;3  2001;10;3  10-14;56-+;8;66-70;a;oct-14;3
13659;4;1468;1;C;05/03/1991;0;2;27/03/2006;2006;DV;21;32;3  31-35;47;6  46-50;8  2006;15;4  15-19;31-35;3;46-50;6;15-19;4
13660;2;0;0;A;05/03/1991;0;2;20/10/2005;2005;DV;21;28;2  26-30;42;5  41-45;7  2005;14;3  10-14;26-30;2;41-45;5;oct-14;3
13661;3;0;0;C;05/03/1991;0;2;07/06/2002;2002;DV;21;32;3  31-35;43;5  41-45;4  2002;11;3  10-14;31-35;3;41-45;5;oct-14;3
13662;3;0;0;M;05/03/1991;0;2;27/06/2006;2006;DV;21;29;2  26-30;44;5  41-45;8  2006;15;4  15-19;26-30;2;41-45;5;15-19;4
13663;2;0;0;M;05/03/1991;0;2;27/06/2006;2006;DV;21;28;2  26-30;43;5  41-45;8  2006;15;4  15-19;26-30;2;41-45;5;15-19;4
13664;4;0;0;C;07/03/1991;0;2;29/10/2003;2003;DV;21;24;1  19-25;36;4  36-40;5  2003;12;3  10-14;19-25;1;36-40;4;oct-14;3
13665;3;0;0;M;07/03/1991;0;2;17/03/1999;1999;DV;21;27;2  26-30;35;3  31-35;1  1999;8;2  5-9;26-30;2;31-35;3;05-sept;2
13666;3;0;0;M;07/03/1991;0;2;31/12/2002;2002;DV;21;51;7  51-55;62;9  61-65;4  2002;11;3  10-14;51-55;7;61-65;9;oct-14;3
13667;2;0;0;M;08/03/1991;0;2;14/09/2004;2004;DA;21;47;6  46-50;60;8  56-60;6  2004;13;3  10-14;46-50;6;56-60;8;oct-14;3
13668;2;0;0;C;08/03/1991;0;2;17/05/2006;2006;DV;21;37;4  36-40;52;7  51-55;8  2006;15;4  15-19;36-40;4;51-55;7;15-19;4
13669;3;0;0;C;08/03/1991;0;2;14/12/2006;2006;DV;21;28;2  26-30;43;5  41-45;8  2006;15;4  15-19;26-30;2;41-45;5;15-19;4
13670;3;0;2;S;08/03/1991;0;2;22/05/2006;2006;DV;21;48;6  46-50;63;9  61-65;8  2006;15;4  15-19;46-50;6;61-65;9;15-19;4
13671;2;1169;1;M;11/03/1991;0;2;20/07/2005;2005;DV;21;42;5  41-45;56;8  56-60;7  2005;14;3  10-14;41-45;5;56-60;8;oct-14;3
13672;2;0;0;A;11/03/1991;0;2;28/06/2000;2000;DV;21;21;1  19-25;30;2  26-30;2  2000;9;2  5-9;19-25;1;26-30;2;05-sept;2
13673;2;0;0;A;11/03/1991;0;2;21/05/2001;2001;DV;21;54;7  51-55;64;9  61-65;3  2001;10;3  10-14;51-55;7;61-65;9;oct-14;3
13674;3;0;0;A;11/03/1991;2;2;08/02/2002;2002;DV;21;31;3  31-35;42;5  41-45;4  2002;11;3  10-14;31-35;3;41-45;5;oct-14;3
13675;2;0;0;A;11/03/1991;0;2;08/02/2002;2002;DV;21;32;3  31-35;43;5  41-45;4  2002;11;3  10-14;31-35;3;41-45;5;oct-14;3
13676;3;0;0;A;13/03/1991;0;2;14/09/2004;2004;DV;21;41;5  41-45;54;7  51-55;6  2004;13;3  10-14;41-45;5;51-55;7;oct-14;3
13677;3;0;0;A;13/03/1991;0;2;01/08/2003;2003;DV;21;34;3  31-35;46;6  46-50;5  2003;12;3  10-14;31-35;3;46-50;6;oct-14;3
13678;3;0;0;M;13/03/1991;0;2;28/09/2004;2004;DV;21;60;8  56-+;73;b  71-+;6  2004;13;3  10-14;56-+;8;71-+;b;oct-14;3
13679;2;0;0;A;14/03/1991;0;2;29/12/2005;2005;DV;21;30;2  26-30;44;5  41-45;7  2005;14;3  10-14;26-30;2;41-45;5;oct-14;3
13680;3;0;0;C;14/03/1991;0;2;08/03/1999;1999;DV;21;32;3  31-35;40;4  36-40;1  1999;8;2  5-9;31-35;3;36-40;4;05-sept;2
13681;4;0;0;D;14/03/1991;0;2;24/06/2005;2005;DV;21;53;7  51-55;67;a  66-70;7  2005;14;3  10-14;51-55;7;66-70;a;oct-14;3
13682;2;0;0;A;14/03/1991;0;2;23/08/2000;2000;DA;21;39;4  36-40;48;6  46-50;2  2000;9;2  5-9;36-40;4;46-50;6;05-sept;2
13683;2;0;0;A;14/03/1991;0;2;30/07/2001;2001;DV;21;44;5  41-45;54;7  51-55;3  2001;10;3  10-14;41-45;5;51-55;7;oct-14;3
13684;3;0;0;U;15/03/1991;0;2;05/10/2005;2005;RA;21;37;4  36-40;51;7  51-55;7  2005;14;3  10-14;36-40;4;51-55;7;oct-14;3
13685;2;0;0;A;15/03/1991;0;2;18/06/2004;2004;DV;21;24;1  19-25;37;4  36-40;6  2004;13;3  10-14;19-25;1;36-40;4;oct-14;3
13686;2;0;0;B;18/03/1991;2;2;02/08/2004;2004;DA;10;53;7  51-55;66;a  66-70;6  2004;13;3  10-14;51-55;7;66-70;a;oct-14;3
13687;2;0;0;A;18/03/1991;0;2;31/07/2003;2003;RA;21;23;1  19-25;35;3  31-35;5  2003;12;3  10-14;19-25;1;31-35;3;oct-14;3
13688;2;0;0;A;19/03/1991;0;2;13/09/2004;2004;DV;21;22;1  19-25;35;3  31-35;6  2004;13;3  10-14;19-25;1;31-35;3;oct-14;3
13689;3;0;0;M;19/03/1991;0;2;10/01/2003;2003;DV;21;59;8  56-+;71;b  71-+;5  2003;12;3  10-14;56-+;8;71-+;b;oct-14;3
13690;3;0;0;M;19/03/1991;0;2;18/10/2004;2004;DA;21;35;3  31-35;48;6  46-50;6  2004;13;3  10-14;31-35;3;46-50;6;oct-14;3
13691;2;0;0;A;19/03/1991;0;2;04/03/2003;2003;DV;21;30;2  26-30;42;5  41-45;5  2003;12;3  10-14;26-30;2;41-45;5;oct-14;3
13692;3;0;0;A;19/03/1991;0;2;23/12/2002;2002;DV;21;60;8  56-+;71;b  71-+;4  2002;11;3  10-14;56-+;8;71-+;b;oct-14;3
13693;2;0;0;M;20/03/1991;0;2;07/02/2005;2005;DA;21;37;4  36-40;51;7  51-55;7  2005;14;3  10-14;36-40;4;51-55;7;oct-14;3
13694;4;0;0;C;20/03/1991;0;2;18/05/2000;2000;RA;21;27;2  26-30;36;4  36-40;2  2000;9;2  5-9;26-30;2;36-40;4;05-sept;2
13695;3;0;0;M;20/03/1991;0;2;19/04/2006;2006;DV;21;52;7  51-55;67;a  66-70;8  2006;15;4  15-19;51-55;7;66-70;a;15-19;4
13696;2;0;0;A;21/03/1991;0;2;06/01/2004;2004;DA;21;44;5  41-45;57;8  56-60;6  2004;13;3  10-14;41-45;5;56-60;8;oct-14;3
13697;2;0;0;B;21/03/1991;0;2;24/08/2004;2004;DA;21;43;5  41-45;56;8  56-60;6  2004;13;3  10-14;41-45;5;56-60;8;oct-14;3
13698;3;0;0;A;21/03/1991;0;2;16/01/2003;2003;DA;21;40;4  36-40;52;7  51-55;5  2003;12;3  10-14;36-40;4;51-55;7;oct-14;3
13699;2;0;1;D;21/03/1991;0;2;28/06/2005;2005;DV;21;40;4  36-40;54;7  51-55;7  2005;14;3  10-14;36-40;4;51-55;7;oct-14;3
13700;3;0;0;A;21/03/1991;0;2;15/02/2001;2001;DV;21;25;1  19-25;35;3  31-35;3  2001;10;3  10-14;19-25;1;31-35;3;oct-14;3
13701;2;0;0;A;21/03/1991;0;2;09/02/2001;2001;DV;21;43;5  41-45;53;7  51-55;3  2001;10;3  10-14;41-45;5;51-55;7;oct-14;3
13702;2;0;0;C;21/03/1991;2;2;10/08/1999;1999;DA;21;22;1  19-25;30;2  26-30;1  1999;8;2  5-9;19-25;1;26-30;2;05-sept;2
13703;3;0;0;D;21/03/1991;0;2;13/12/2004;2004;DV;21;41;5  41-45;54;7  51-55;6  2004;13;3  10-14;41-45;5;51-55;7;oct-14;3
13704;2;0;0;D;21/03/1991;0;2;03/08/2006;2006;DV;21;53;7  51-55;68;a  66-70;8  2006;15;4  15-19;51-55;7;66-70;a;15-19;4
13705;2;0;0;M;21/03/1991;0;2;30/05/2002;2002;DV;21;43;5  41-45;54;7  51-55;4  2002;11;3  10-14;41-45;5;51-55;7;oct-14;3
13706;3;0;0;A;22/03/1991;0;2;08/03/1999;1999;DV;21;26;2  26-30;34;3  31-35;1  1999;8;2  5-9;26-30;2;31-35;3;05-sept;2
13707;3;0;0;A;22/03/1991;0;2;31/05/2002;2002;DV;21;47;6  46-50;58;8  56-60;4  2002;11;3  10-14;46-50;6;56-60;8;oct-14;3
