Id,CDSEXE,MTREV,NBENF,CDSITFAM,DTADH,CDTMT,DTDEM,CDMOTDEM,CDCATCL,AGEAD,agedem,adh
4,2,0,0,A,1970-06-15,0,2007-01-01,DC,21,39,76,37
8,2,0,0,B,1972-07-19,0,2001-02-14,DV,21,39,68,29
10,3,0,0,A,1980-02-06,0,1998-05-25,DV,21,38,56,18
13,3,0,0,M,1980-12-15,0,2005-12-21,DV,21,44,69,25
22,2,0,0,A,1975-12-01,0,2007-01-01,DC,10,31,63,32
23,2,0,0,M,1976-03-15,0,2007-01-01,DC,10,37,68,31
55,2,0,0,M,1980-12-16,0,2006-11-22,DV,21,39,65,26
58,2,0,0,A,1982-11-25,2,1993-01-27,DC,10,38,49,11
59,2,0,0,A,1967-05-10,0,2007-01-01,DC,10,54,94,40
65,2,0,0,A,1976-01-22,2,2007-01-01,DC,21,63,94,31
66,3,0,0,A,1976-12-24,0,2001-01-25,DV,21,41,66,25
81,2,0,0,A,1973-04-13,0,2002-07-12,DV,21,44,73,29
85,4,0,0,C,1975-02-03,0,1991-07-10,DV,10,28,44,16
93,2,0,0,A,1978-03-13,0,2007-01-01,DC,10,42,71,29
95,3,0,0,D,1979-06-14,0,2002-03-29,DA,21,20,43,23
99,3,0,0,A,1979-11-26,0,2007-02-26,RA,21,27,55,28
102,3,0,0,A,1980-10-27,2,2007-01-01,DC,10,36,63,27
104,2,0,0,A,1980-12-09,0,1999-11-08,DV,21,24,43,19
108,2,0,0,D,1982-02-08,0,2005-01-11,DV,21,40,63,23
115,2,2050,0,M,1963-08-29,0,2007-01-01,DC,21,29,73,44
128,2,2600,2,M,1976-12-13,2,2007-01-01,DC,21,27,58,31
132,3,0,0,A,1973-06-15,0,1992-06-17,DV,10,30,49,19
138,2,0,0,M,1978-11-27,0,2007-01-01,DC,10,69,98,29
141,3,0,0,V,1979-12-26,0,2007-01-01,DC,21,47,75,28
152,2,0,0,A,1980-10-21,0,2007-01-01,DC,10,21,48,27
166,2,0,0,A,1975-03-06,2,1992-06-24,DC,10,45,62,17
167,3,0,0,D,1975-11-04,0,2003-04-11,DV,21,35,63,28
179,4,0,0,C,1979-01-23,0,1991-12-26,DC,10,66,78,12
194,3,0,0,A,1978-11-29,0,2006-02-27,DV,21,29,57,28
200,2,0,0,A,1981-01-26,0,2007-01-01,DC,21,42,68,26
207,3,0,0,A,1967-02-06,0,1993-03-17,DC,10,29,55,26
220,3,1793,0,M,1971-02-20,2,2001-01-31,DV,21,41,71,30
228,2,0,0,A,1971-10-07,0,2007-01-01,DC,21,37,73,36
239,3,0,0,M,1972-02-08,0,2006-10-31,DV,21,34,68,34
246,4,0,0,C,1972-06-22,0,2007-01-03,DV,21,28,63,35
247,2,0,0,A,1972-06-23,0,2000-12-04,DV,21,50,78,28
253,4,0,0,C,1972-11-08,2,2007-01-01,DC,10,33,68,35
262,2,0,0,A,1974-03-26,0,2005-09-23,DV,10,36,67,31
263,4,0,0,C,1974-05-07,0,2007-01-01,DC,10,44,77,33
264,3,0,0,A,1974-05-07,0,2000-01-07,DV,21,34,60,26
295,3,0,0,A,1977-04-13,0,2004-09-23,DV,21,44,71,27
307,3,0,0,A,1972-06-26,0,2006-06-19,DV,21,48,82,34
309,3,0,0,A,1972-07-04,0,2007-01-01,DC,21,50,85,35
322,3,0,0,A,1978-01-10,0,2007-01-01,DC,10,36,65,29
325,3,0,0,A,1978-07-27,0,2007-02-16,DV,21,29,58,29
332,2,0,0,A,1979-12-03,0,2007-01-01,DC,21,68,96,28
353,2,0,0,M,1984-01-06,0,2007-01-22,DV,21,26,49,23
357,2,0,0,A,1976-02-10,0,2007-01-01,DC,21,45,76,31
360,2,0,0,A,1979-07-23,0,1995-11-29,DV,10,29,45,16
363,2,0,0,A,1983-02-21,0,1992-01-08,DC,10,51,60,9
369,2,0,0,A,1981-02-06,2,2007-01-01,DC,10,65,91,26
397,2,2064,1,U,1982-11-10,0,2004-12-24,DV,21,25,47,22
402,4,0,0,C,1983-09-20,0,2007-01-01,DC,10,34,58,24
413,2,0,0,A,1981-08-20,0,2002-01-22,DV,21,36,57,21
417,2,0,0,A,1972-10-05,0,1994-10-20,DC,10,53,75,22
447,3,0,0,A,1971-11-08,0,2004-12-10,DV,21,43,76,33
460,2,0,0,A,1980-04-02,0,2002-06-14,DV,21,45,67,22
484,3,0,0,A,1980-03-19,0,2004-05-19,DV,21,41,65,24
489,2,0,0,U,1981-03-03,0,2001-11-21,DV,21,25,45,20
497,2,0,0,A,1977-06-21,0,2007-01-01,DC,10,45,75,30
502,2,0,0,A,1981-05-05,0,1992-08-05,DC,10,47,58,11
528,3,0,0,A,1967-03-03,2,1995-05-11,DC,10,66,94,28
530,4,0,0,C,1978-05-31,0,2002-11-08,DV,21,26,50,24
535,2,0,0,A,1979-11-05,0,1993-05-26,DV,10,33,47,14
547,2,0,0,A,1980-03-18,0,2007-01-01,DC,21,31,58,27
550,2,0,0,A,1980-04-29,0,1997-03-20,DV,21,33,50,17
573,3,0,0,D,1983-03-09,0,2000-06-05,DV,21,41,58,17
581,3,0,0,A,1975-12-08,2,1998-03-30,DV,21,39,62,23
596,2,0,0,A,1971-11-10,0,2001-05-02,DV,21,51,81,30
598,2,0,0,A,1974-06-22,0,2007-01-01,DC,10,54,87,33
608,3,0,0,M,1981-05-21,0,2006-01-19,DV,21,22,47,25
609,2,0,0,A,1981-09-28,0,1994-09-08,DC,10,32,45,13
615,3,0,0,A,1969-05-27,2,1993-04-07,DC,10,48,72,24
616,2,0,0,A,1970-04-22,2,1993-02-03,DC,10,57,80,23
636,3,0,0,A,1981-07-31,0,2005-09-02,DV,21,28,52,24
645,2,0,0,A,1971-10-20,0,1991-12-26,DV,10,25,45,20
657,2,0,0,A,1978-11-27,0,1991-10-02,DC,10,55,68,13
658,3,0,0,S,1979-07-23,0,2006-09-21,DV,21,29,56,27
664,3,0,0,A,1980-03-12,0,2007-01-01,DC,10,53,80,27
668,2,0,0,A,1981-06-17,2,2007-01-01,DC,10,50,76,26
679,2,0,0,M,1972-05-03,0,2006-07-03,DV,21,36,70,34
685,2,0,0,A,1977-05-03,0,2000-02-14,DV,21,48,71,23
692,3,0,0,M,1979-04-10,0,2007-03-29,DV,21,37,65,28
694,3,0,0,A,1979-06-27,0,2004-07-08,DV,21,35,60,25
708,3,0,0,A,1982-08-04,2,1991-12-04,DV,10,34,43,9
710,2,0,0,A,1982-12-08,0,2007-01-01,DC,21,47,72,25
715,3,0,0,A,1972-04-25,0,2006-09-01,DV,21,28,62,34
724,3,0,0,M,1975-05-30,0,2007-01-01,DC,10,34,66,32
725,2,0,0,A,1975-12-08,0,2000-01-25,DV,21,41,66,25
728,3,0,0,A,1975-12-31,2,1993-07-20,DC,10,48,66,18
741,4,0,0,C,1977-06-10,0,1996-06-27,DV,21,2,21,19
742,3,0,0,A,1977-07-18,0,2003-12-22,DV,21,35,61,26
754,3,0,0,A,1978-08-28,0,1999-10-21,DV,21,48,69,21
756,2,0,0,A,1978-10-18,0,2007-01-01,DC,21,57,86,29
804,2,0,0,A,1981-11-17,0,1998-06-29,DV,21,53,70,17
808,3,0,0,A,1982-03-04,2,2007-01-01,DC,10,40,65,25
816,2,0,0,M,1972-10-30,0,2007-01-01,DC,21,51,86,35
817,2,0,0,A,1978-03-13,2,1994-02-23,DV,10,47,63,16
822,2,0,0,A,1980-03-12,2,1991-11-13,DC,10,38,49,11
824,2,2838,0,B,1980-09-25,2,2007-01-01,DC,10,44,71,27
833,2,0,0,A,1982-07-06,2,1993-03-24,DC,10,56,67,11
849,3,0,0,A,1978-09-21,0,2000-11-16,DV,21,59,81,22
850,4,0,0,C,1978-09-25,0,2007-01-01,DC,10,32,61,29
861,3,1350,0,M,1979-09-17,0,2007-01-01,DC,21,35,63,28
874,3,0,0,A,1980-11-18,0,2003-10-23,DV,21,36,59,23
897,3,0,0,A,1983-01-25,0,1999-01-04,DV,21,49,65,16
906,3,0,0,A,1971-08-04,0,2007-01-01,DC,10,42,78,36
908,4,0,0,C,1972-01-17,0,2007-01-01,DC,21,55,90,35
912,3,0,0,A,1973-10-22,0,2007-01-01,DC,21,53,87,34
913,3,0,0,A,1973-12-17,0,2002-10-11,DV,21,32,61,29
917,2,0,0,A,1975-10-28,0,2007-01-01,DC,21,43,75,32
920,2,0,0,A,1976-01-27,0,2007-01-01,DC,21,58,89,31
923,2,0,0,A,1976-10-18,0,2007-01-01,DC,21,66,97,31
927,2,0,0,A,1978-12-18,0,2007-01-01,DC,10,52,81,29
930,3,0,0,A,1980-04-02,0,2007-01-01,DC,10,60,87,27
944,2,0,0,M,1982-09-03,2,2007-01-01,DC,21,50,75,25
949,3,0,0,M,1967-12-18,0,2007-01-01,DC,21,33,73,40
952,2,0,0,A,1970-03-12,0,1995-03-29,DC,10,29,54,25
956,2,0,0,A,1976-02-26,0,1998-06-15,DV,21,37,59,22
963,3,0,0,M,1979-06-19,0,2003-02-11,DV,21,34,58,24
981,2,0,0,A,1963-02-19,0,2007-01-01,DC,10,49,93,44
992,3,0,0,A,1981-10-29,0,2007-01-01,DC,21,25,51,26
997,2,0,0,A,1963-02-08,0,1993-03-31,DV,10,41,71,30
998,2,0,0,A,1966-04-21,0,1996-11-13,DV,21,48,78,30
999,2,0,0,A,1970-10-12,0,1993-06-09,DC,10,37,60,23
1009,3,0,0,A,1980-09-18,2,2007-01-01,DC,10,45,72,27
1020,3,0,0,M,1971-03-10,2,2007-01-01,DC,10,40,76,36
1033,2,0,0,A,1977-09-30,0,1994-11-02,DV,10,34,51,17
1040,2,0,0,C,1978-05-19,0,2006-02-28,DV,21,36,64,28
1042,2,0,0,A,1978-10-25,0,2000-06-05,DV,21,35,57,22
1043,3,0,0,A,1978-11-06,0,1999-12-21,DV,21,41,62,21
1046,2,0,0,M,1979-07-24,2,2007-01-01,DC,21,33,61,28
1048,3,0,0,A,1979-09-24,0,2002-07-15,DV,21,27,50,23
1056,2,0,0,A,1980-09-08,2,2007-01-01,DC,10,32,59,27
1069,2,0,0,A,1982-12-22,2,1993-02-03,DV,10,25,36,11
1074,3,1524,0,C,1983-12-05,0,1999-06-29,DV,21,53,69,16
1094,2,0,0,M,1981-04-15,0,2007-01-01,DC,21,54,80,26
1099,2,0,0,A,1976-11-22,0,2007-01-01,DC,10,28,59,31
1116,2,0,0,A,1980-01-03,0,2007-01-01,DC,21,54,81,27
1128,2,0,0,M,1971-02-19,0,2001-06-08,DV,21,38,68,30
1165,3,0,0,A,1964-06-15,0,2007-01-01,DC,10,37,80,43
1167,2,0,0,A,1969-10-09,0,2007-01-01,DC,10,40,78,38
1171,2,0,0,M,1972-02-29,0,2005-10-19,DV,21,35,68,33
1172,2,0,0,A,1972-05-15,0,2007-01-01,DC,21,55,90,35
1174,3,0,0,A,1974-02-15,0,1999-11-08,DV,21,48,73,25
1190,3,0,0,A,1978-09-06,0,2000-10-11,DV,21,33,55,22
1196,2,0,0,A,1980-11-17,0,2007-01-01,DC,10,38,65,27
1217,3,0,0,A,1983-01-18,0,2007-01-01,DC,21,37,61,24
1230,3,0,0,A,1977-03-22,0,2007-01-01,DC,21,44,74,30
1245,3,0,0,A,1982-09-29,2,1992-05-06,DV,10,45,55,10
1253,4,0,0,C,1965-09-01,0,2007-01-01,DC,10,29,71,42
1257,2,0,0,A,1975-11-26,0,2007-01-01,DC,10,45,77,32
1262,2,0,0,A,1978-04-28,0,2007-01-01,DC,21,29,58,29
1268,3,0,0,A,1980-03-07,0,2007-01-01,DC,10,59,86,27
1287,2,0,0,A,1972-02-18,0,2007-01-01,DC,10,32,67,35
1301,3,0,0,M,1983-08-19,0,2007-02-23,DV,21,47,71,24
1331,4,0,0,C,1981-11-17,0,2002-03-19,DV,21,25,46,21
1344,2,0,0,A,1976-03-05,0,2007-01-01,DC,21,28,59,31
1347,3,0,0,A,1979-10-03,0,2006-02-13,DV,21,31,58,27
1352,2,0,0,A,1982-11-23,0,2000-05-24,DV,21,24,42,18
1357,2,0,0,A,1982-01-18,2,2007-01-01,DC,21,34,59,25
1373,2,0,0,A,1978-11-21,0,2002-03-05,DV,21,30,54,24
1379,2,0,0,A,1980-12-26,0,2002-03-22,DV,21,49,71,22
1394,3,0,0,A,1981-05-25,0,2003-12-31,DV,21,39,61,22
1410,2,0,0,A,1980-09-26,0,2007-01-01,DC,10,30,57,27
1414,3,0,0,A,1982-03-26,2,1993-08-04,DV,10,26,37,11
1415,2,0,0,A,1983-03-14,0,2007-01-01,DC,21,66,90,24
1428,3,0,0,M,1975-05-26,0,2007-01-01,DC,21,50,82,32
1434,3,0,0,A,1975-10-10,0,2004-12-29,DV,21,35,64,29
1436,2,0,0,A,1976-02-04,0,1993-03-03,DV,10,29,46,17
1441,2,0,0,A,1976-05-13,0,2007-01-01,DC,21,36,67,31
1456,3,0,0,A,1977-07-19,0,2004-02-05,DV,21,35,62,27
1462,2,0,0,A,1978-02-21,0,2007-01-01,DC,10,35,64,29
1473,2,0,0,A,1978-08-28,0,1999-07-08,DV,21,23,44,21
1476,2,0,0,V,1978-11-07,0,2007-01-01,DC,21,45,74,29
1486,2,0,0,A,1979-03-05,2,1992-06-17,DV,10,59,72,13
1491,3,0,0,A,1979-05-18,2,2007-01-01,DC,10,58,86,28
1492,2,0,0,A,1979-07-19,2,1993-03-17,DC,10,40,54,14
1495,3,0,0,A,1980-02-25,0,2007-01-01,DC,10,42,69,27
1509,2,0,0,A,1980-11-04,0,2003-11-14,DV,21,29,52,23
1553,2,0,0,A,1978-07-03,2,1992-01-08,DC,10,28,42,14
1561,3,0,0,A,1962-06-26,0,2007-01-01,DC,10,51,96,45
1565,3,0,0,A,1969-04-25,0,2007-01-01,DC,21,27,65,38
1580,3,0,0,A,1972-06-14,0,1998-03-25,DV,21,36,62,26
1593,2,0,0,A,1976-12-06,0,2007-01-01,DC,10,39,70,31
1601,3,0,0,M,1977-11-30,0,2001-02-19,DV,21,48,72,24
1611,2,0,0,M,1979-05-17,0,2007-04-16,DV,21,44,72,28
1612,3,0,0,A,1979-05-31,0,2007-01-01,DC,21,44,72,28
1624,2,0,0,M,1980-10-17,0,2007-01-01,DC,21,58,85,27
1625,2,0,0,A,1980-11-19,0,2007-01-01,DC,10,40,67,27
1639,2,0,0,A,1982-01-25,0,1997-04-17,DV,21,25,40,15
1644,3,0,0,D,1982-06-21,0,2005-01-25,DV,21,31,54,23
1658,3,0,0,A,1969-06-05,0,2007-01-01,DC,21,48,86,38
1659,3,0,0,M,1971-09-13,0,2007-01-01,DC,21,54,90,36
1660,3,0,0,A,1972-05-29,0,1994-06-29,DV,10,59,81,22
1689,2,0,0,A,1977-06-21,0,2007-01-01,DC,21,57,87,30
1699,2,0,0,A,1981-03-09,0,2007-01-01,DC,21,37,63,26
1717,2,0,0,M,1980-12-08,2,2007-01-01,DC,10,37,64,27
1725,3,0,0,S,1981-11-06,0,2003-02-14,DV,21,34,56,22
1739,2,0,0,M,1977-09-08,2,2007-03-02,DV,21,46,76,30
1751,3,1329,0,M,1980-06-06,2,2007-01-01,DC,10,29,56,27
1759,2,0,0,D,1982-10-08,2,1994-08-10,DC,10,67,79,12
1761,3,0,0,M,1973-06-13,0,2007-01-01,DC,10,26,60,34
1785,3,2702,0,M,1972-04-04,0,2007-01-01,DC,21,23,58,35
1787,2,0,0,A,1972-06-15,0,2006-02-28,DV,21,31,65,34
1790,2,0,0,A,1973-01-08,2,2000-11-03,DV,21,39,66,27
1796,3,0,0,A,1974-06-27,0,2006-01-03,DV,21,48,80,32
1797,2,0,0,A,1974-10-30,0,1997-05-27,DV,21,36,59,23
1823,2,0,0,A,1980-03-26,2,1994-03-30,DV,10,26,40,14
1824,2,0,0,A,1980-03-26,0,2001-03-01,DV,21,51,72,21
1827,2,0,0,A,1980-11-26,0,2007-01-01,DC,10,50,77,27
1829,3,0,0,M,1981-02-10,2,2007-01-01,DC,10,65,91,26
1831,2,0,0,A,1981-04-08,2,1994-05-04,DC,10,50,63,13
1846,2,0,0,A,1983-07-12,0,1998-07-01,DV,21,30,45,15
1876,2,0,0,A,1980-09-08,0,2007-01-01,DC,10,24,51,27
1884,2,0,0,A,1982-06-21,0,2003-10-08,DV,21,36,57,21
1892,3,0,0,A,1979-06-05,0,1991-12-04,DV,10,37,49,12
1896,3,0,0,A,1980-11-28,0,2006-04-18,DV,21,40,66,26
1897,3,0,0,V,1980-12-08,0,2005-10-26,DV,21,33,58,25
1898,3,0,0,A,1981-01-12,0,2007-01-01,DC,21,60,86,26
1908,3,0,0,A,1981-06-09,0,2001-07-27,DV,21,25,45,20
1928,2,0,0,A,1964-12-19,0,2007-01-01,DC,10,41,84,43
1931,3,0,0,A,1966-01-12,0,1992-07-15,DC,10,54,80,26
1933,3,0,0,A,1967-01-12,0,2002-01-25,DV,21,47,82,35
1940,4,0,0,C,1968-12-03,0,2007-01-01,DC,10,54,93,39
1941,2,0,0,A,1968-12-27,0,1994-02-09,DC,10,42,68,26
1942,3,0,0,V,1969-06-16,0,2007-01-01,DC,21,30,68,38
1946,2,0,0,A,1970-05-28,0,2007-01-01,DC,21,31,68,37
1949,2,0,0,A,1971-02-10,0,2007-01-01,DC,21,32,68,36
1965,2,0,0,A,1972-09-12,0,1999-05-07,DV,21,46,73,27
1970,2,0,0,A,1973-02-02,0,2007-01-01,DC,10,52,86,34
1971,4,0,0,C,1973-02-19,0,1994-10-13,DC,10,67,88,21
1978,4,0,0,C,1973-10-30,0,2007-01-01,DC,10,52,86,34
2008,2,0,0,A,1970-06-24,0,2007-01-01,DC,21,41,78,37
2009,2,0,0,M,1973-06-19,0,2001-01-24,DV,21,37,65,28
2031,3,1989,0,M,1978-02-17,0,2004-06-28,DV,21,48,74,26
2040,3,0,0,C,1980-01-21,0,2006-02-01,DV,21,33,59,26
2054,3,1488,1,M,1981-09-14,2,2007-05-11,DV,21,48,74,26
2058,3,0,0,M,1981-11-09,0,2007-01-01,DC,21,35,61,26
2068,2,0,0,M,1983-05-17,2,2007-01-01,DC,21,48,72,24
2071,3,0,0,A,1971-02-02,0,2007-01-01,DC,21,50,86,36
2073,3,0,0,A,1975-02-27,0,2007-01-01,DC,21,50,82,32
2084,2,0,0,A,1977-12-05,0,2007-01-01,DC,21,35,65,30
2086,2,0,0,A,1978-01-16,2,1991-11-27,DC,10,30,43,13
2101,4,0,0,C,1980-04-25,0,2007-01-01,DC,21,43,70,27
2137,3,0,0,A,1984-01-23,0,2007-01-01,DC,10,42,65,23
2144,2,0,0,A,1964-12-15,0,2007-01-01,DC,21,45,88,43
2147,2,0,0,A,1965-04-22,0,2005-01-07,DV,21,26,66,40
2160,2,0,0,A,1977-12-28,0,2001-08-09,DV,21,63,87,24
2171,2,0,0,A,1978-12-27,0,2007-01-01,DC,10,57,86,29
2187,3,0,0,D,1981-04-01,0,2004-01-28,DV,21,52,75,23
2192,3,0,0,A,1982-01-15,0,1991-07-10,DV,10,40,49,9
2212,3,0,0,M,1978-03-03,2,2007-01-01,DC,10,36,65,29
2214,3,0,0,M,1978-06-21,2,2007-03-29,DV,21,42,71,29
2218,2,0,0,M,1980-01-16,0,2005-10-19,DV,21,51,76,25
2220,2,0,0,A,1980-03-07,2,1993-02-10,DV,10,29,42,13
2221,2,0,0,A,1980-06-19,0,2004-08-30,DV,21,36,60,24
2236,2,0,0,A,1984-01-05,0,1999-01-26,DV,21,26,41,15
2239,3,0,0,A,1975-11-26,0,2007-01-01,DC,21,36,68,32
2240,2,0,0,A,1975-12-22,0,1995-01-25,RA,10,23,43,20
2249,2,0,0,A,1977-04-22,0,2004-06-01,DV,21,42,69,27
2275,2,0,0,A,1982-04-01,0,2007-01-01,DC,21,46,71,25
2280,2,0,0,A,1982-11-04,0,2007-01-01,DC,10,31,56,25
2297,2,0,0,M,1980-11-18,0,2007-01-01,DC,10,49,76,27
2301,3,0,0,A,1981-04-28,2,1992-07-22,DC,10,61,72,11
2305,2,0,0,A,1982-04-15,0,2007-01-01,DC,10,34,59,25
2325,2,0,0,A,1983-04-11,0,2000-10-03,DV,21,48,65,17
2332,3,0,0,A,1972-02-28,0,2007-01-01,DC,10,56,91,35
2335,4,2134,0,C,1975-02-20,0,2001-11-28,DV,21,37,63,26
2336,4,0,0,C,1975-04-16,0,2007-01-01,DC,10,40,72,32
2346,4,0,0,C,1963-04-17,0,1995-10-17,DV,10,54,86,32
2353,3,0,0,A,1973-10-19,0,2007-01-01,DC,10,73,107,34
2379,2,2622,3,A,1979-07-02,0,2007-01-01,DC,10,41,69,28
2381,2,0,0,A,1980-01-02,0,2007-01-01,DC,21,66,93,27
2387,2,0,0,A,1982-01-04,0,2004-06-09,DV,21,51,73,22
2413,3,0,0,A,1983-11-23,0,2002-06-07,DV,21,48,67,19
2417,3,0,0,A,1976-03-31,0,2001-02-27,DV,21,39,64,25
2418,2,0,0,A,1976-04-14,0,2007-01-01,DC,10,64,95,31
2434,3,0,0,A,1983-09-05,0,1995-01-11,RA,10,27,39,12
2445,3,0,0,A,1975-06-06,0,2002-11-12,DV,21,41,68,27
2459,2,0,0,A,1978-12-26,0,2000-10-30,DV,21,18,40,22
2464,3,0,0,A,1979-07-06,0,1997-04-23,RA,21,29,47,18
2486,2,0,0,A,1978-09-19,0,2007-01-01,DC,10,67,96,29
2494,3,0,0,A,1982-03-09,0,2007-01-01,DC,21,66,91,25
2533,2,0,0,A,1980-01-10,2,1993-06-23,DV,10,48,61,13
2542,3,0,0,A,1980-10-31,0,2007-01-01,DC,21,32,59,27
2583,3,0,0,A,1975-01-09,0,2007-01-01,DC,10,49,81,32
2589,2,0,0,A,1977-02-03,0,2007-01-01,DC,10,59,89,30
2602,2,0,0,A,1979-04-25,0,2007-01-01,DC,10,58,86,28
2606,2,0,0,A,1980-04-02,0,1993-07-15,DV,10,42,55,13
2618,3,0,0,A,1981-01-02,2,1993-05-19,DC,10,51,63,12
2664,3,0,0,A,1979-01-04,0,2007-01-01,DC,21,30,58,28
2670,2,0,0,A,1979-10-08,0,1993-11-17,DC,10,43,57,14
2680,3,0,2,M,1980-10-14,2,2007-05-16,DV,21,33,60,27
2743,3,0,0,A,1980-06-09,0,2001-07-19,DV,21,30,51,21
2766,3,0,0,A,1982-01-22,0,2007-01-01,DC,10,61,86,25
2772,3,1445,1,U,1982-11-12,0,2007-01-01,DC,21,23,48,25
2788,3,0,0,A,1975-02-03,0,2000-09-06,DV,21,62,87,25
2795,3,0,0,A,1978-08-17,0,2001-01-26,DV,21,50,73,23
2799,2,0,0,A,1978-12-27,0,2007-01-01,DC,10,23,52,29
2809,3,0,0,A,1980-01-21,0,2007-01-01,DC,21,62,89,27
2814,2,0,0,A,1980-04-16,2,1992-06-17,DC,10,30,42,12
2819,3,0,0,A,1981-01-12,0,2007-01-01,DC,10,38,64,26
2838,2,0,0,A,1982-11-18,0,1991-10-16,DC,10,42,51,9
2843,3,0,0,A,1983-11-14,0,1995-12-27,DV,10,45,57,12
2844,3,0,0,A,1967-06-06,0,1998-06-16,DV,21,34,65,31
2851,3,0,0,A,1972-03-07,0,2007-01-01,DC,10,54,89,35
2859,2,0,0,A,1977-01-17,0,2007-01-01,DC,10,40,70,30
2878,2,0,0,M,1977-09-08,0,2007-01-01,DC,10,35,65,30
2922,2,0,0,A,1980-07-31,0,2007-01-01,DC,21,53,80,27
2960,3,0,0,M,1982-10-12,0,2000-07-18,DV,21,47,65,18
2968,3,0,0,M,1983-12-19,0,2005-01-07,DV,21,41,63,22
2969,2,0,0,A,1981-01-19,2,2007-01-01,DC,21,56,82,26
2975,2,0,0,A,1981-09-25,0,2004-04-05,DV,21,27,50,23
3003,2,0,0,A,1982-11-23,0,2007-01-01,DC,10,59,84,25
3025,2,0,0,A,1983-11-02,0,2007-01-01,DC,21,45,69,24
3031,3,0,2,M,1979-05-08,0,2007-01-01,DC,10,33,61,28
3036,3,0,0,A,1979-07-31,0,2003-12-29,DV,21,57,81,24
3038,2,0,0,A,1979-09-21,2,1995-01-04,DV,10,57,73,16
3054,2,0,0,A,1980-09-11,0,1992-06-17,DV,10,54,66,12
3055,2,0,0,A,1980-09-18,0,2007-01-01,DC,21,35,62,27
3056,3,0,0,A,1980-10-14,0,2004-06-04,DV,21,38,62,24
3063,2,0,0,A,1981-04-29,0,2007-01-01,DC,10,43,69,26
3065,2,0,0,A,1981-05-15,0,1994-07-12,DA,10,30,43,13
3068,4,0,0,C,1981-07-15,0,2007-01-01,DC,10,30,56,26
3075,2,0,0,A,1982-01-29,0,2007-01-01,DC,10,28,53,25
3078,2,0,0,A,1982-06-30,0,1997-12-10,DV,21,29,44,15
3083,2,0,0,A,1983-02-28,2,1995-03-22,DV,10,49,61,12
3111,3,0,0,A,1981-09-21,0,2007-01-01,DC,10,37,63,26
3128,2,0,0,A,1979-12-04,2,1993-04-07,DC,10,31,45,14
3129,2,0,0,A,1980-05-07,0,2007-01-01,DC,10,46,73,27
3164,2,0,0,A,1983-11-25,2,1993-01-13,DV,10,28,38,10
3176,2,0,2,M,1984-02-03,0,2004-03-31,DV,21,30,50,20
